pet_13850, 3388, 喝咖啡, 睡覺
pet_176, 3392, 你, 便秘
pet_11585, 3392, 你, 便秘
pet_8344, 3392, 你, 便秘
pet_8344, 3392, 你, 便秘
pet_8344, 3392, 你, 便秘
pet_8344, 3392, 你, 便秘
pet_8832, 3392, 你, 便秘
pet_8344, 3392, 大家, 便秘
pet_8344, 3392, 大家, 便秘
pet_8344, 3392, 大家, 便秘
pet_8344, 3392, 字窗人, 便秘
pet_8344, 3392, 字窗人, 便秘
pet_8344, 3392, 字窗人, 便秘
pet_6164, 3392, 徐懷鈺, 感冒
pet_11513, 3353, 保持身材, 運動
pet_6164, 3392, 徐懷鈺, 頭痛
pet_6164, 3392, 徐懷鈺, 流鼻水
pet_7350, 3388, 思考, 改名
pet_8795, 3388, 思考, 改名
pet_12465, 3389, 潛水, 上PTT
pet_12465, 3389, 掛網, 上PTT
pet_10023, 3367, 汽車, 金屬
pet_2395, 3367, 汽車, 引勤
pet_2395, 3367, 汽車, 防爆
pet_2395, 3367, 汽車, 汽油
pet_10125, 3356, 想睡, 我
pet_5868, 3356, 想睡, 我
pet_10002, 3399, 智障, 可憐
pet_12119, 3383, 魯夫, 三檔
pet_12119, 3383, 魯夫, 三檔
pet_10002, 3399, 智障, 後天
pet_10002, 3399, 智障, 天生
pet_13688, 3383, 魯夫, 伸縮自如
pet_12119, 3383, 魯夫, 伸縮自如
pet_12119, 3383, 魯夫, 伸縮自如
pet_10002, 3399, 智障, 人生
pet_12119, 3383, 魯夫, 橡膠槍
pet_12119, 3383, 魯夫, 橡膠槍
pet_12119, 3383, 柯南, 打擊犯罪
pet_11659, 3393, 檢察官, 法官
pet_11659, 3393, 檢察官, 罪犯
pet_11659, 3393, 檢察官, 律師
pet_11659, 3393, 檢察官, 錢
pet_12119, 3395, 領班, 發生問題
pet_12122, 3393, 陳水扁, 監獄
pet_12122, 3393, 陳水扁, 吳淑珍
pet_12119, 3399, 陳水扁, 洗錢
pet_12119, 3399, 陳水扁, 連任八年
pet_12119, 3399, 陳水扁, 前任總統
pet_11786, 3412, 開心, 努力工作
pet_11809, 3412, 開心, 請客
pet_11809, 3354, 演唱會, 唱歌
pet_11809, 3354, 唱歌比賽, 唱歌
pet_11786, 3412, 生氣, 找朋友說話
pet_8347, 3378, 晚, 飯
pet_8347, 3378, 晚, 飯
pet_8347, 3378, 菜, 飯
pet_8347, 3378, 菜, 飯
pet_8347, 3378, 米, 飯
pet_7017, 3378, 米, 飯
pet_8347, 3378, 養分, 飯
pet_8347, 3378, 養分, 飯
pet_7017, 3378, 養分, 飯
pet_11786, 3412, 生氣, 出去走走
pet_12572, 3378, 營養, 飯
pet_8347, 3378, 營養, 飯
pet_11786, 3391, 小狗, 被主人寵愛
pet_5568, 3371, 雞蛋, 菜市場
pet_10594, 3391, 唸完書, 吃飯
pet_5568, 3371, 臭豆腐, 盤子
pet_5459, 3383, 恐龍, 吃
pet_11782, 3388, 臭臉, 吃又不能吃
pet_11480, 3355, 撞到窗戶, 找洞鑽進去
pet_11480, 3355, 跌倒, 找洞鑽進去
pet_11480, 3370, 飢餓, 感覺
pet_11480, 3370, 飢餓, 狀態
pet_5459, 3388, 一直憋, 尿又不能尿
pet_5459, 3388, 一直忍, 尿又不能尿
pet_5459, 3388, 忍, 尿又不能尿
pet_11782, 3388, 大哭大叫, 吃又不能吃
pet_11782, 3388, 生氣, 吃又不能吃
pet_5459, 3388, 憋, 尿又不能尿
pet_5459, 3383, 恐龍, 咬人
pet_10086, 3409, 美少女戰士, 肉丸子頭
pet_11782, 3388, 虎視眈眈, 吃又不能吃
pet_11782, 3388, 難過, 吃又不能吃
pet_10086, 3383, 精神好時, 看書
pet_12768, 3355, 分手, 翻臉不認人
pet_10086, 3355, 分手, 翻臉不認人
pet_10086, 3355, 賭輸, 翻臉不認人
pet_10086, 3355, 酒醒, 翻臉不認人
pet_10086, 3409, 美少女戰士, 正義的化身
pet_10086, 3409, 美少女戰士, 二次元美少女
pet_10739, 3377, 照片, 硬碟
pet_10739, 3377, 檔案, 硬碟
pet_10739, 3377, 影片, 硬碟
pet_10739, 3370, 失戀, 痛苦
pet_10739, 3404, 悠閒, 香菸
pet_10739, 3404, 致癌, 香菸
pet_7845, 3356, 下雨, 雨傘
pet_41, 3356, 下雨, 雨傘
pet_8798, 3356, 下雨, 雨傘
pet_10584, 3386, 上課, 打發時間
pet_12056, 3385, 遐想, 有慾望
pet_11482, 3385, 遐想, 有慾望
pet_11194, 3354, 小美女, 想要要電話
pet_4155, 3385, 興奮, 撿到一百塊
pet_11192, 3353, 有美女在前方, 跑步
pet_11370, 3392, 竹科, 無薪假
pet_11480, 3392, 上班族, 裁員
pet_13319, 3392, 上班族, 裁員
pet_8758, 3392, 上班族, 裁員
pet_13204, 3392, 上班族, 無薪假
pet_13319, 3392, 上班族, 無薪假
pet_13375, 3392, 上班族, 無薪假
pet_11710, 3392, 上班族, 無薪假
pet_8758, 3392, 上班族, 無薪假
pet_13204, 3392, 上班族, 減薪
pet_13204, 3392, 上班族, 減薪
pet_8758, 3392, 上班族, 減薪
pet_10739, 3404, 不健康, 香菸
pet_10739, 3404, 花錢, 香菸
pet_10739, 3404, 癌症, 香菸
pet_11194, 3386, 繁殖, 蘊育下一代
pet_11370, 3357, 認真工作, 快樂
pet_11616, 3386, 讀書, 自已
pet_10132, 3386, 讀書, 學業
pet_11616, 3386, 讀書, 學業
pet_11510, 3353, 沒朋友, 去聯誼
pet_11510, 3353, 沒朋友, 一個人旅行
pet_11370, 3357, 認真工作, 榮耀
pet_9977, 3357, 認真工作, 金錢
pet_10669, 3354, 搞笑片, 笑
pet_11194, 3389, 出去走走, 無聊
pet_11194, 3389, 出去走走, 無聊
pet_10767, 3389, 嘆氣, 無聊
pet_4238, 3391, 超多人, 放假
pet_11194, 3354, 發酒瘋, 丟臉
pet_5060, 3383, 你, 思念
pet_5060, 3383, 你, 思念
pet_5060, 3383, 很, 思念
pet_5060, 3383, 很, 思念
pet_5060, 3383, 無, 思念
pet_5060, 3383, 無, 思念
pet_5060, 3383, 聊, 思念
pet_5060, 3383, 聊, 思念
pet_5060, 3383, 耶, 思念
pet_5060, 3383, 耶, 思念
pet_8085, 3357, 祈禱, 心靈安定
pet_10739, 3404, 絕望, 失戀
pet_10739, 3404, 痛心, 失戀
pet_10739, 3404, 痛苦, 失戀
pet_10739, 3404, 傷心, 失戀
pet_9695, 3378, 個性, 我
pet_9695, 3378, 脾氣, 我
pet_11679, 3384, 蟑螂, 帶有病菌
pet_10424, 3360, 上PTT, 看熱門版
pet_10424, 3360, 上PTT, 養寵物
pet_10424, 3360, 上PTT, 檢查信箱
pet_10424, 3360, 上PTT, 登入
pet_10424, 3391, 拉筋, 劈腿
pet_10424, 3395, 樹木, 造紙
pet_10424, 3395, 樹木, 缺陽光
pet_10424, 3395, 樹木, 缺水
pet_10424, 3395, 樹木, 伐木
pet_11410, 3367, 森林, 植物
pet_11410, 3367, 森林, 動物
pet_12074, 3367, 森林, 樹木
pet_11410, 3367, 森林, 樹木
pet_12387, 3392, 上班族, 炒魷魚
pet_11710, 3392, 上班族, 炒魷魚
pet_11579, 3360, 泡熱茶, 拿茶具
pet_11831, 3360, 泡熱茶, 拿茶具
pet_11831, 3360, 泡熱茶, 找人
pet_12046, 3386, 交友, 互相陪伴
pet_8758, 3365, 手指, 上半身
pet_8758, 3356, 運動, 腰痛
pet_6164, 3392, 徐懷鈺, 梅毒
pet_6164, 3392, 徐懷鈺, 發燒
pet_12518, 3378, 幾個, 男朋友
pet_12560, 3386, 喝腥巴克, 享受
pet_12207, 3395, 小草, 牛爸爸
pet_12207, 3395, 小草, 羊咩咩
pet_12207, 3395, 小草, 鞋子
pet_10895, 3380, 錢, 坐車
pet_9867, 3380, 錢, 坐車
pet_13387, 3377, 東京鐵塔, 東京
pet_11449, 3377, 東京鐵塔, 東京
pet_11567, 3409, 綠色, 青蛙
pet_10570, 3354, 我, 悲傷
pet_601, 3354, 我, 悲傷
pet_13782, 3354, 他, 難過
pet_10742, 3354, 他, 難過
pet_12202, 3354, 他, 難過
pet_6961, 3354, 他, 難過
pet_6961, 3354, 他, 難過
pet_6961, 3354, 他, 開新
pet_6961, 3354, 他, 開新
pet_3624, 3354, 我, 幸福
pet_10593, 3354, 我, 幸福
pet_7179, 3354, 我, 幸福
pet_9106, 3377, 女僕, 女僕咖啡店
pet_2747, 3377, 女僕, 女僕咖啡店
pet_9106, 3377, 咖啡, 女僕咖啡店
pet_6961, 3377, 咖啡, 女僕咖啡店
pet_8839, 3377, 咖啡, 女僕咖啡店
pet_6961, 3377, 主人, 女僕咖啡店
pet_6961, 3377, 宅男, 女僕咖啡店
pet_6961, 3377, 工作, 女僕咖啡店
pet_6961, 3383, 老鼠, 咬東西
pet_14009, 3383, 老鼠, 吃東西
pet_13819, 3383, 老鼠, 吃東西
pet_10269, 3383, 老鼠, 吃東西
pet_6961, 3383, 老鼠, 吃東西
pet_10936, 3383, 老鼠, 跑
pet_6961, 3383, 老鼠, 跑
pet_6961, 3383, 老鼠, 搖尾巴
pet_6961, 3383, 老鼠, 進下水道
pet_4440, 3353, 愛, 我
pet_10488, 3353, 愛, 我
pet_13264, 3366, 手機, 玻璃
pet_12486, 3409, 肚子痛, 想大便
pet_8839, 3377, 小鳥, 巨蛋
pet_8839, 3377, 棒球場, 巨蛋
pet_8839, 3377, 運動場, 巨蛋
pet_8839, 3377, 恐龍, 巨蛋
pet_8839, 3377, 化石, 巨蛋
pet_386, 3377, 地鐵, 東京
pet_229, 3377, 地鐵, 東京
pet_229, 3377, 鐵塔, 東京
pet_229, 3377, 鐵塔, 東京
pet_13387, 3377, 商店, 東京
pet_229, 3377, 商店, 東京
pet_8934, 3383, 粉絲, 追星
pet_8839, 3383, 粉絲, 追星
pet_1746, 3383, 粉絲, 尖叫
pet_8839, 3383, 粉絲, 尖叫
pet_8762, 3377, 郎, 山上
pet_229, 3412, 有狗, 溜狗
pet_229, 3412, 有狗, 溜狗
pet_10297, 3390, 狗狗, 骨頭
pet_8839, 3390, 狗狗, 骨頭
pet_12010, 3390, 狗狗, 尿尿
pet_8839, 3390, 狗狗, 尿尿
pet_9746, 3390, 貓咪, 玩
pet_229, 3390, 貓咪, 玩
pet_12573, 3390, 貓咪, 抓魚
pet_229, 3390, 貓咪, 抓魚
pet_9106, 3377, 老闆, 女僕咖啡店
pet_8839, 3377, 老闆, 女僕咖啡店
pet_10739, 3404, 好的開始, 失戀
pet_9347, 3353, 餓, 吃餅乾
pet_7017, 3353, 餓, 吃餅乾
pet_99, 3412, 有狗, 摸他
pet_8822, 3412, 有狗, 摸他
pet_11874, 3389, 做筆記, 上課
pet_13246, 3389, 和同學聊天, 上課
pet_11874, 3389, 和同學聊天, 上課
pet_11874, 3389, 放學, 上課
pet_10197, 3354, 吃蛋糕, 變胖
pet_11831, 3356, 腦補中, 微笑
pet_11831, 3356, 腹黑, 微笑
pet_9780, 3383, 陳幸妤, 生小孩
pet_9780, 3383, 陳幸妤, 生小孩
pet_11630, 3356, 住公寓, 養寵物
pet_12124, 3357, 一意孤行, 被討厭
pet_12124, 3357, 一意孤行, 失敗
pet_12369, 3353, 家人, 上msn
pet_12369, 3353, 愛人, 上msn
pet_12124, 3384, 你, 遊戲
pet_12369, 3384, 你, 愛人
pet_12369, 3384, 你, 樂
pet_12954, 3384, 你, 玩
pet_12369, 3384, 你, 玩
pet_12369, 3380, 字典, 讀書
pet_11385, 3385, 做事, 需要錢
pet_11826, 3391, 我, 開心
pet_10492, 3391, 我, 開心
pet_8344, 3391, 我, 開心
pet_13352, 3391, 我, 幸福
pet_11786, 3391, 我, 幸福
pet_8344, 3391, 我, 幸福
pet_11898, 3353, 有愛人, 認真過生活
pet_11898, 3353, 沒有錢, 認真過生活
pet_5863, 3360, 交男友, 成
pet_5863, 3360, 交男友, 成
pet_5863, 3360, 交男友, 黃
pet_5863, 3360, 交男友, 黃
pet_5863, 3360, 交男友, 欄
pet_5863, 3360, 交男友, 欄
pet_5863, 3360, 交男友, 綠
pet_5863, 3360, 交男友, 綠
pet_5863, 3360, 交男友, 洪
pet_5863, 3360, 交男友, 洪
pet_5863, 3392, 你, 成
pet_5863, 3392, 你, 成
pet_5863, 3392, 你, 黃
pet_5863, 3392, 你, 黃
pet_5863, 3392, 你, 欄
pet_5863, 3392, 你, 欄
pet_5863, 3392, 你, 綠
pet_5863, 3392, 你, 綠
pet_5863, 3392, 你, 洪
pet_5863, 3392, 你, 洪
pet_9140, 3390, 帥哥, 正妹
pet_11399, 3404, 難過, 憂傷
pet_7017, 3360, 愛, 告白
pet_13167, 3415, 上廁所, 脫褲子
pet_11399, 3415, 上廁所, 脫褲子
pet_12105, 3377, 一切, 電腦
pet_12105, 3377, 答案, 電腦
pet_12397, 3377, C槽, 電腦
pet_12105, 3377, C槽, 電腦
pet_12105, 3377, 鍵盤, 電腦
pet_11399, 3370, 思念, 回憶的方式
pet_11399, 3391, 妳, 中大獎
pet_11399, 3391, 妳, 工作賺錢
pet_11399, 3391, 妳, 環遊世界
pet_12147, 3415, 做愛, 尖叫
pet_12147, 3415, 做愛, 睡覺
pet_12147, 3415, 做愛, 看電視
pet_11782, 3391, 螞蟻, 搬家
pet_8564, 3391, 螞蟻, 搬家
pet_11786, 3391, 我, 學位
pet_11399, 3391, 我, 當少奶奶
pet_11399, 3391, 我, 天天開心
pet_11786, 3391, 我, 有房子
pet_11399, 3391, 我, 中大獎
pet_12060, 3415, 大潤發, 大批採購
pet_12060, 3415, 大潤發, 找特價品
pet_12147, 3387, 軟度, 硬度
pet_11399, 3391, 他, 環遊世界
pet_12105, 3387, 堅強, 硬度
pet_12105, 3387, 戴鋼盔, 硬度
pet_12105, 3387, 訓練, 硬度
pet_5863, 3392, 大學生了沒, 洪
pet_5863, 3392, 大學生了沒, 洪
pet_5863, 3392, 大學生了沒, 成
pet_5863, 3392, 大學生了沒, 成
pet_5863, 3392, 大學生了沒, 黃
pet_5863, 3392, 大學生了沒, 黃
pet_5863, 3392, 大學生了沒, 欄
pet_5863, 3392, 大學生了沒, 欄
pet_5863, 3392, 大學生了沒, 綠
pet_5863, 3392, 大學生了沒, 綠
pet_5863, 3353, 洪, 哭
pet_5863, 3353, 洪, 哭
pet_5863, 3353, 成, 哭
pet_5863, 3353, 成, 哭
pet_5863, 3353, 黃, 哭
pet_5863, 3353, 黃, 哭
pet_5863, 3353, 欄, 哭
pet_5863, 3353, 欄, 哭
pet_5863, 3353, 綠, 哭
pet_5863, 3353, 綠, 哭
pet_13329, 3380, 嘴巴, 喝酒
pet_13336, 3380, 嘴巴, 喝酒
pet_8683, 3380, 嘴巴, 喝酒
pet_9388, 3356, 問問題, 回答問題
pet_64, 3356, 問問題, 回答問題
pet_7918, 3356, 問問題, 回答問題
pet_13935, 3356, 吃藥, 喝水
pet_13387, 3356, 吃藥, 喝水
pet_12581, 3356, 吃藥, 喝水
pet_601, 3356, 吃藥, 喝水
pet_11193, 3356, 吃藥, 喝水
pet_8670, 3356, 吃藥, 喝水
pet_7834, 3356, 吃藥, 喝水
pet_11997, 3356, 你很可愛, 所以
pet_11997, 3356, 我討厭你, 所以
pet_11997, 3356, 我愛你, 所以
pet_11997, 3387, 烤過, 硬度
pet_12147, 3415, 你看黑特版, 黑特
pet_11644, 3370, 香菇, 蔬菜
pet_14302, 3370, 香菇, 蔬菜
pet_14266, 3370, 竹筍, 蔬菜
pet_13214, 3370, 竹筍, 蔬菜
pet_14302, 3370, 竹筍, 蔬菜
pet_14302, 3370, 竹筍, 蔬菜
pet_12142, 3356, 失眠, 不開心
pet_12142, 3356, 成績不裡想, 不開心
pet_12142, 3353, 肚子咕嚕咕嚕, 肚子餓了
pet_12142, 3357, 八卦版, 生氣
pet_12142, 3357, 八卦版, 爭吵
pet_12142, 3357, 八卦版, 謾罵
pet_12142, 3404, 睡覺時間到了, 手機響了
pet_12142, 3404, 有急事了, 手機響了
pet_12142, 3404, 有人想你了, 手機響了
pet_11768, 3367, 精子, 粒線體
pet_11905, 3353, 抽煙, 大便
pet_8616, 3393, 小花, 蛆
pet_8616, 3393, 小王, 蛆
pet_8616, 3393, 小強, 蛆
pet_8616, 3393, 小美, 蛆
pet_12116, 3370, 四季豆, 蔬菜
pet_13214, 3370, 四季豆, 蔬菜
pet_14302, 3370, 四季豆, 蔬菜
pet_12479, 3380, 瓶子, 喝水
pet_12756, 3380, 瓶子, 喝水
pet_10937, 3380, 瓶子, 喝水
pet_8481, 3380, 瓶子, 喝水
pet_12907, 3370, 汆燙, 料理方式
pet_14302, 3370, 汆燙, 料理方式
pet_13722, 3380, 水龍頭, 喝水
pet_8481, 3380, 水龍頭, 喝水
pet_14302, 3354, 過關, 開心
pet_11905, 3353, 抽煙, 上廁所
pet_13485, 3353, 抽煙, 喝水
pet_11905, 3353, 抽煙, 喝水
pet_11652, 3383, 人, 跑
pet_14302, 3354, 贏球, 開心
pet_12142, 3399, 甜, 好吃
pet_8481, 3399, 甜, 好吃
pet_14302, 3409, 蘭花, 可以賣錢
pet_11905, 3377, 小孩, 廁所
pet_28, 3389, 闔眼皮, 覺得疲倦
pet_8616, 3389, 摸魚, 覺得疲倦
pet_28, 3389, 蓋上課本, 覺得疲倦
pet_8616, 3389, 打混, 覺得疲倦
pet_28, 3389, 打瞌睡, 覺得疲倦
pet_8616, 3389, 打盹, 覺得疲倦
pet_8616, 3389, 睡覺, 覺得疲倦
pet_28, 3389, 睡覺, 覺得疲倦
pet_8616, 3389, 休息, 覺得疲倦
pet_28, 3389, 休息, 覺得疲倦
pet_28, 3412, 打b, 用pcman
pet_28, 3412, 打b, 動手指
pet_11585, 3370, 開心, 心態
pet_11585, 3370, 挫折, 心態
pet_11585, 3370, 難過, 心態
pet_11274, 3357, 按摩, 女帝的身材
pet_11274, 3357, 催眠自己, 女帝的身材
pet_11274, 3357, 游泳, 女帝的身材
pet_11274, 3357, 吃惡魔果實, 女帝的身材
pet_11149, 3357, 爸爸, 小鬼
pet_11274, 3357, 做運動, 女帝的身材
pet_11149, 3357, 媽媽, 小鬼
pet_11149, 3357, 大鬼, 小鬼
pet_11531, 3390, 蘿莉, 宅男
pet_6776, 3390, 蘿莉, 宅男
pet_28, 3412, 打b, 看螢幕
pet_28, 3412, 打b, 聽音樂
pet_28, 3412, 打b, 吃零食
pet_11905, 3404, 受傷, 看醫生
pet_11905, 3404, 感冒, 看醫生
pet_8616, 3404, 咳嗽, 看醫生
pet_11905, 3404, 生病, 看醫生
pet_8616, 3404, 腳痛, 看醫生
pet_11140, 3375, 教授, 門
pet_6776, 3375, 教授, 門
pet_8616, 3404, 頭痛, 看醫生
pet_28, 3366, 魚餌, 蟲子
pet_28, 3366, 魚餌, 櫻花蝦
pet_28, 3366, 魚餌, 麵包蟲
pet_12142, 3375, 高山, 千里之
pet_8616, 3415, 下班後, 洗澡
pet_8538, 3354, 期末考到了, 熬夜
pet_6776, 3354, 期末考到了, 熬夜
pet_8616, 3415, 下班後, 煮飯
pet_8616, 3415, 下班後, 看股票
pet_8616, 3415, 下班後, 脫襪子
pet_8616, 3415, 下班後, 脫鞋子
pet_11905, 3354, 競爭, 挫折
pet_11905, 3354, 競爭, 奮鬥
pet_11863, 3388, 相思, 談戀愛
pet_11262, 3404, 肚子很餓, 狼吞虎嚥
pet_11262, 3404, 冷氣壞掉, 汗流浹背
pet_11262, 3404, 冷氣壞掉, 汗流浹背
pet_11262, 3404, 鋼運動過, 汗流浹背
pet_11874, 3368, 房子, 樹木
pet_13229, 3360, 游泳, 做暖身操
pet_11852, 3360, 游泳, 做暖身操
pet_11194, 3360, 游泳, 做暖身操
pet_11505, 3357, 不休息, 壞皮膚
pet_11262, 3389, 開冷氣, 看書
pet_11262, 3389, 吃餅乾, 看書
pet_11805, 3387, 努力, 身孕
pet_11805, 3387, 健康, 身孕
pet_14476, 3393, 綿羊, 野狼
pet_11262, 3393, 綿羊, 野狼
pet_4238, 3353, 沒朋友, 生氣
pet_11262, 3383, 我, 睡午覺
pet_12141, 3393, 靜香, 老鼠
pet_11826, 3380, 包裝紙, 送禮物
pet_12141, 3393, 靜香, 偷窺
pet_11247, 3373, 化石, 地板
pet_11631, 3373, 化石, 地板
pet_6606, 3378, 船長, 船上
pet_8980, 3378, 船長, 船上
pet_11631, 3385, 太懶散, 心情不好
pet_12446, 3389, 待在家裡, 颱風來
pet_12203, 3354, 求知欲, 唸書
pet_12475, 3386, 做運動, 揮灑青春汗水
pet_12479, 3360, 做瑜珈, 拉筋
pet_6695, 3386, 玩電動, 休息
pet_6695, 3386, 玩電動, 玩樂
pet_10704, 3386, 賺錢, 吃好東西
pet_11555, 3391, 主人, 有僕人
pet_12047, 3386, 考試, 檢測實力
pet_12047, 3386, 考試, 逼學生念書
pet_12013, 3415, 聖誕節, 辦聖誕老公公
pet_12203, 3389, 吃美食, 肚子餓
pet_11659, 3388, 收禮物, 過生日
pet_11659, 3388, 許願, 過生日
pet_11659, 3388, 吃蛋糕, 過生日
pet_12037, 3357, 悲傷, 不吃不喝
pet_12037, 3357, 悲傷, 流眼淚
pet_12037, 3357, 壞心情, 難過
pet_12037, 3357, 壞心情, 生氣
pet_12037, 3357, 壞心情, 失落
pet_11107, 3354, 和別人吵架, 面紅耳赤
pet_12037, 3356, 學生, 乖乖讀書
pet_12115, 3386, 第一志願, 願望
pet_12115, 3386, 第一志願, 家人
pet_12115, 3386, 第一志願, 自己
pet_12046, 3354, 無聊時, 打電腦
pet_12115, 3386, 保養, 永保青春
pet_12115, 3386, 保養, 皮膚好
pet_12115, 3354, 遇到白木的人, 怒髮衝冠
pet_12115, 3391, 照相, 擺美美得姿勢
pet_12115, 3391, 照相, 微笑
pet_12007, 3385, 無聊, 沒人約
pet_12007, 3385, 無聊, 有很多時間
pet_11107, 3385, 不滿足, 得不到理解
pet_11107, 3385, 不滿足, 被否定
pet_11107, 3391, 在夏天, 吃挫冰
pet_12007, 3367, 分子, 微生物
pet_12046, 3404, 不想吃, 沒食慾
pet_12116, 3367, 原子, 元素
pet_12115, 3357, 看到別人有困, 幫助人
pet_12007, 3357, 打噴嚏, 衛生紙
pet_12007, 3357, 打噴嚏, 咳嗽
pet_12007, 3357, 打噴嚏, 感冒
pet_12114, 3355, 失敗, 失望
pet_12114, 3355, 輸球, 失望
pet_11839, 3357, 好運, 撿到一百塊
pet_11839, 3357, 好運, 好事
pet_11839, 3357, 讀書, 教養提升
pet_11839, 3357, 跟錯團, 尷尬
pet_11839, 3357, 跟錯團, 尷尬
pet_12607, 3393, 麥當勞, 肯德基
pet_11826, 3393, 麥當勞, 肯德基
pet_11839, 3393, 麥當勞, 肯德基
pet_601, 3357, 金錢, 揮霍
pet_11839, 3389, 嘆息, 傷心
pet_11170, 3412, 生重病時, 看醫生
pet_601, 3389, 看夜景, 傷心
pet_601, 3389, 看夜景, 傷心
pet_601, 3389, 看海, 傷心
pet_601, 3389, 看海, 傷心
pet_601, 3389, 聽音樂, 傷心
pet_601, 3389, 聽音樂, 傷心
pet_11839, 3357, 匯錯款, 被罵笨蛋
pet_11839, 3353, 思考, 睡覺
pet_10736, 3353, 想要知道, 讀書
pet_10736, 3353, 要考試, 讀書
pet_10736, 3380, 禮物, 追女朋友
pet_506, 3380, 禮物, 追女朋友
pet_10736, 3380, 花, 追女朋友
pet_506, 3380, 花, 追女朋友
pet_2395, 3366, 神者, 神
pet_5734, 3366, 神者, 神
pet_8517, 3360, 抓熊, 裝死
pet_8856, 3360, 抓熊, 裝死
pet_12122, 3356, 冷, 棉被
pet_12124, 3366, 衣櫃, 鋁
pet_12124, 3366, 衣櫃, 鋼
pet_248, 3360, 吃人, 洗乾淨
pet_248, 3360, 吃人, 洗乾淨
pet_248, 3388, 聽網路電台, 聽音樂
pet_248, 3388, 聽網路電台, 聽音樂
pet_4193, 3388, 開廣播, 聽音樂
pet_248, 3388, 開廣播, 聽音樂
pet_8736, 3404, 斷線, 下線
pet_8714, 3404, 斷線, 下線
pet_8736, 3385, 想要吃東西, 嘴饞
pet_8714, 3385, 想要吃東西, 嘴饞
pet_14257, 3355, 運動, 受傷
pet_11021, 3355, 運動, 受傷
pet_11295, 3355, 運動, 受傷
pet_5949, 3389, 找朋友, 無聊
pet_8844, 3356, 開心, 世界是彩色的
pet_8066, 3356, 開心, 世界是彩色的
pet_8066, 3356, 快樂, 世界是彩色的
pet_7017, 3356, 快樂, 世界是彩色的
pet_12047, 3412, 天氣晴朗, 去劍湖山
pet_12047, 3412, 天氣晴朗, 心情開朗
pet_12046, 3380, 零食, 搭火車
pet_12047, 3412, 天氣晴朗, 呼朋引伴
pet_12047, 3412, 天氣晴朗, 出門踏青
pet_12047, 3412, 天氣晴朗, 擦防曬
pet_11863, 3395, 教授, 改報告
pet_11863, 3395, 教授, 擺爛人
pet_12047, 3389, 加入社團, 新生入學
pet_12047, 3389, 討好教授, 新生入學
pet_12047, 3389, 認識學伴, 新生入學
pet_12047, 3389, 參加迎新, 新生入學
pet_12047, 3389, 認真向上, 新生入學
pet_12047, 3412, 貪汙, 吃官司
pet_12047, 3412, 貪汙, 請他下台
pet_12047, 3412, 貪汙, 人民公憤
pet_12047, 3412, 貪汙, 不爽
pet_12047, 3412, 貪汙, 罷免
pet_11453, 3384, 小S, 唱歌
pet_11453, 3384, 小S, 主持節目
pet_11453, 3384, 小S, 拍廣告
pet_11453, 3384, 小S, 跳舞
pet_11453, 3384, 小S, 說話
pet_11863, 3366, 早餐, 漢堡
pet_11863, 3366, 早餐, 饅頭
pet_11863, 3366, 早餐, 油條
pet_12047, 3412, 遇到孔子, 要簽名照
pet_12047, 3412, 遇到孔子, 膜拜
pet_12047, 3412, 遇到孔子, 背論語
pet_12047, 3412, 遇到孔子, 夢周公
pet_12132, 3384, 俏護士, 隨call隨到
pet_12047, 3412, 遇到孔子, 國文100分
pet_12132, 3384, 俏護士, 餵你吃藥
pet_12132, 3384, 俏護士, 跟你談心
pet_12132, 3384, 俏護士, 照顧病人
pet_12132, 3384, 俏護士, 打針
pet_5227, 3373, 錢, 枕頭
pet_5227, 3373, 秘密照片, 枕頭
pet_5227, 3373, 信, 枕頭
pet_5227, 3373, 日記本, 枕頭
pet_11926, 3366, 被子, 手工
pet_11926, 3366, 被子, 機器
pet_11926, 3366, 被子, 棉
pet_11453, 3373, 陰影, 大樹
pet_11453, 3373, 蕨類, 大樹
pet_11453, 3373, 香菇, 大樹
pet_12133, 3371, 沙子, 土
pet_13440, 3371, 蟲, 土
pet_12547, 3371, 蟲, 土
pet_12133, 3371, 蟲, 土
pet_8980, 3389, 睡, 超累
pet_8579, 3389, 睡, 超累
pet_12047, 3366, 鞋子, 橡皮
pet_12047, 3366, 鞋子, 紙
pet_11453, 3371, 小草, 森林
pet_12133, 3389, 流淚, 吃黯然銷魂飯
pet_11863, 3354, 快樂時, 玩遊戲
pet_11863, 3354, 玩性大發, 玩遊戲
pet_11513, 3357, 欠賭債, 追殺
pet_11627, 3360, 追求, 想清楚
pet_10686, 3391, 你, 身材苗條
pet_11709, 3391, 狗狗, 玩耍
pet_8004, 3390, 梁赫群, 他爸爸
pet_2981, 3390, 梁赫群, 他爸爸
pet_8246, 3415, 女兵, 螞蟻
pet_8246, 3415, 女兵, 螞蟻
pet_8246, 3415, 女兵, 蚊子
pet_8246, 3415, 女兵, 蚊子
pet_8758, 3384, 掃地, 乾淨
pet_5998, 3384, 掃地, 乾淨
pet_12756, 3412, 無聊, 出門
pet_11898, 3412, 無聊, 出門
pet_12060, 3415, 大潤發, 試吃
pet_11915, 3390, 小狗, 叫
pet_11915, 3390, 小狗, 叫
pet_13387, 3390, 小狗, 叫
pet_5227, 3390, 小狗, 叫
pet_8411, 3386, 上科大, 科科
