pet_2401, 3377, 鳥, 天空
pet_5361, 3393, 小孩, 狗
pet_13353, 3389, 大叫, 發瘋
pet_3362, 3356, 運動, 累
pet_12455, 3384, 手機, 響
pet_12939, 3380, 碗, 吃飯
pet_11451, 3380, 碗, 吃飯
pet_4193, 3412, 開心, 手舞足蹈
pet_5348, 3384, 電燈, 發熱
pet_12246, 3360, 肚子餓, 吃飯
pet_5773, 3354, 睡覺, 開心
pet_13780, 3354, 睡覺, 開心
pet_380, 3385, 開心, 笑
pet_13798, 3370, 芭樂, 水果
pet_13270, 3393, 螞蟻, 水
pet_13455, 3356, 累了, 想睡覺
pet_13379, 3356, 難過, 想睡覺
pet_10546, 3356, 難過, 想睡覺
pet_13825, 3384, 手機, 響
pet_13711, 3395, 小偷, 警察
pet_11631, 3383, 學生, 讀書
pet_12907, 3380, 抱枕, 睡覺
pet_13780, 3380, 抱枕, 睡覺
pet_13246, 3360, 洗澡, 開熱水器
pet_13185, 3415, 廚房, 洗碗
pet_13789, 3370, 椅子, 工具
pet_13225, 3370, 電視, 機器
pet_12907, 3357, 努力, 財富
pet_13972, 3370, 床, 家具
pet_586, 3354, 生小孩, 很痛
pet_14020, 3378, 黑板, 學校
pet_13906, 3357, 吃大餐, 快樂
pet_5354, 3357, 吃大餐, 快樂
pet_13185, 3415, 廚房, 打蟑螂
pet_463, 3415, 廚房, 打蟑螂
pet_11644, 3357, 成功, 快樂
pet_12354, 3370, 床, 家具
pet_13569, 3354, 看電視, 開心
pet_13204, 3354, 失戀, 失望
pet_11644, 3357, 戀愛, 快樂
pet_11447, 3389, 睡覺, 想睡
pet_12416, 3389, 撐傘, 下雨
pet_13910, 3354, 沒錢, 抓狂
pet_12416, 3389, 穿雨衣, 下雨
pet_4008, 3380, 滑鼠, 用電腦
pet_13932, 3412, 看電影, 吃爆米花
pet_12017, 3412, 看電影, 吃爆米花
pet_12455, 3412, 看電影, 吃爆米花
pet_13637, 3383, 學生, 讀書
pet_13445, 3383, 學生, 讀書
pet_10353, 3383, 學生, 讀書
pet_13819, 3383, 學生, 讀書
pet_13721, 3395, 小孩, 讀書
pet_128, 3385, 流淚, 哭
pet_13626, 3385, 生病, 亂吃東西
pet_383, 3385, 生病, 亂吃東西
pet_13798, 3391, 上班族, 賺錢
pet_7895, 3356, 無聊, 看電視
pet_12998, 3356, 無聊, 看電視
pet_13455, 3356, 中樂透, 快樂
pet_13247, 3356, 中樂透, 快樂
pet_13455, 3356, 撿到錢, 快樂
pet_13711, 3356, 幸福, 快樂
pet_13603, 3356, 幸福, 快樂
pet_6888, 3380, 滑鼠, 用電腦
pet_12324, 3371, 太陽, 宇宙
pet_5949, 3371, 太陽, 宇宙
pet_13932, 3412, 看電影, 喝可樂
pet_12017, 3412, 看電影, 喝可樂
pet_13789, 3415, 餐廳, 吃飯
pet_11782, 3383, 電腦, 看電視
pet_515, 3355, 洗澡, 脫衣服
pet_7845, 3385, 笑, 高興
pet_13246, 3360, 洗澡, 洗頭
pet_13806, 3360, 洗澡, 洗頭
pet_13925, 3360, 洗澡, 脫褲子
pet_13108, 3360, 洗澡, 脫褲子
pet_13033, 3360, 洗澡, 脫褲子
pet_13440, 3385, 笑, 快樂
pet_181, 3371, 銀河系, 宇宙
pet_13825, 3371, 太陽, 宇宙
pet_13460, 3415, 吃飯, 喝湯
pet_11777, 3385, 笑, 快樂
pet_13711, 3387, 體貼, 女朋友
pet_13653, 3393, 老鼠, 老鼠藥
pet_13782, 3393, 老鼠, 貓
pet_13653, 3393, 老鼠, 貓
pet_13353, 3355, 肚子餓, 吃飯
pet_13387, 3393, 老鼠, 老鼠藥
pet_13653, 3393, 老鼠, 捕鼠器
pet_13387, 3393, 老鼠, 貓
pet_13485, 3384, 難過, 哭
pet_13721, 3355, 洗臉, 刷牙
pet_13711, 3412, 想睡, 喝咖啡
pet_13626, 3412, 想睡, 喝咖啡
pet_13455, 3356, 開心, 唱歌
pet_9650, 3356, 開心, 唱歌
pet_9650, 3356, 開心, 手舞足蹈
pet_13815, 3390, 小鳥, 飛翔
pet_13349, 3378, 馬桶, 浴室
pet_13349, 3378, 浴缸, 浴室
pet_13969, 3357, 車子, 方便
pet_49, 3357, 車子, 方便
pet_11631, 3368, 飯, 米
pet_13874, 3393, 老鼠, 貓
pet_5177, 3380, 錢, 出去玩
pet_3544, 3404, 肚子餓, 吃飯
pet_12522, 3412, 開心, 唱歌
pet_12822, 3412, 火災, 大叫
pet_13587, 3412, 火災, 大叫
pet_4786, 3388, 逛街, 買東西
pet_4238, 3368, 飯, 米
pet_12354, 3368, 飯, 米
pet_5773, 3395, 大學生, 考試
pet_11631, 3368, 米漿, 米
pet_13455, 3384, 嚇到, 尖叫
pet_588, 3384, 嚇到, 尖叫
pet_13101, 3354, 肚子餓, 吃飯
pet_5227, 3415, 中秋節, 賞月
pet_13676, 3415, 中秋節, 烤肉
pet_13455, 3415, 中秋節, 烤肉
pet_5227, 3415, 中秋節, 烤肉
pet_13721, 3415, 中秋節, 烤肉
pet_920, 3415, 清明節, 掃墓
pet_12998, 3354, 逛街, 開心
pet_13544, 3354, 聽音樂, 快樂
pet_13200, 3354, 聽音樂, 快樂
pet_3362, 3386, 看書, 充實自己
pet_11834, 3391, 老師, 出作業
pet_12923, 3380, 棉被, 睡覺
pet_13247, 3380, 棉被, 睡覺
pet_13780, 3380, 棉被, 睡覺
pet_13405, 3380, 棉被, 睡覺
pet_13357, 3380, 棉被, 睡覺
pet_11644, 3354, 吵架, 生氣
pet_13591, 3354, 談戀愛, 快樂
pet_8980, 3354, 談戀愛, 快樂
pet_13349, 3354, 上課, 想睡
pet_13455, 3370, 公車, 交通工具
pet_8616, 3356, 睡覺, 作夢
pet_13815, 3356, 睡覺, 作夢
pet_13673, 3356, 睡覺, 打呼
pet_8616, 3356, 睡覺, 打呼
pet_11896, 3389, 睡覺, 讀書
pet_10756, 3389, 睡覺, 讀書
pet_12848, 3380, 鉛筆, 上課
pet_10409, 3380, 鉛筆, 上課
pet_13861, 3360, 睡覺, 鋪棉被
pet_11915, 3383, 豬, 睡覺
pet_13225, 3383, 媽媽, 煮飯
pet_13834, 3380, 沐浴乳, 洗澡
pet_13405, 3380, 沐浴乳, 洗澡
pet_13455, 3380, 沐浴乳, 洗澡
pet_864, 3380, 沐浴乳, 洗澡
pet_41, 3380, 沐浴乳, 洗澡
pet_3189, 3380, 袋子, 買東西
pet_380, 3380, 袋子, 買東西
pet_28, 3380, 沐浴乳, 洗澡
pet_13935, 3380, 沐浴乳, 洗澡
pet_12565, 3380, 錢, 買東西
pet_11698, 3380, 錢, 買東西
pet_10353, 3380, 錢, 買東西
pet_9788, 3380, 錢, 買東西
pet_10959, 3380, 錢, 買東西
pet_13544, 3380, 袋子, 買東西
pet_11410, 3354, 看書, 長知識
pet_13544, 3380, 錢, 買東西
pet_8758, 3380, 沐浴乳, 洗澡
pet_12956, 3380, 沐浴乳, 洗澡
pet_13455, 3380, 洗髮精, 洗澡
pet_13834, 3380, 潤髮乳, 洗澡
pet_13782, 3377, 藥, 醫院
pet_614, 3377, 病患, 醫院
pet_13972, 3377, 雜誌, 圖書館
pet_13834, 3380, 洗髮精, 洗澡
pet_14020, 3409, 紅色, 革命
pet_13455, 3415, 國慶日, 在家看電視
pet_89, 3415, 國慶日, 在家看電視
pet_450, 3409, 紅色, 革命
pet_13455, 3415, 國慶日, 唱國歌
pet_10922, 3415, 國慶日, 唱國歌
pet_11915, 3388, 運動, 減肥
pet_2505, 3388, 不吃, 減肥
pet_13246, 3360, 洗澡, 放熱水
pet_12518, 3380, 鑰匙, 開車
pet_12322, 3380, 鑰匙, 開車
pet_13460, 3360, 洗澡, 開燈
pet_13270, 3360, 洗澡, 找浴室
pet_13806, 3360, 洗澡, 開瓦斯
pet_1541, 3353, 夏天, 去海邊
pet_13849, 3360, 出門, 開門
pet_13455, 3360, 出門, 拿鑰匙
pet_5568, 3389, 哭, 失望
pet_13929, 3353, 開心, 大笑
pet_13520, 3353, 開心, 大笑
pet_127, 3353, 開心, 大笑
pet_13247, 3380, 電風扇, 睡覺
pet_13455, 3380, 電風扇, 睡覺
pet_12907, 3380, 冷氣, 睡覺
pet_12547, 3380, 冷氣, 睡覺
pet_1365, 3380, 冷氣, 睡覺
pet_13455, 3380, 冷氣, 睡覺
pet_352, 3389, 睡覺, 失望
pet_13805, 3380, 電風扇, 睡覺
pet_13805, 3380, 冷氣, 睡覺
pet_9176, 3409, 綠色, 民進黨
pet_13636, 3354, 唱歌, 興奮
pet_13455, 3354, 中樂透, 興奮
pet_5595, 3380, 水, 煮飯
pet_13485, 3354, 吃飯, 長大
pet_12413, 3383, 貓, 大便
pet_13455, 3383, 人, 賺錢
pet_4583, 3389, 趴著, 想睡覺
pet_11556, 3384, 豬, 睡覺
pet_13834, 3404, 天氣不好, 打雷
pet_13850, 3387, 努力工作, 錢
pet_13455, 3387, 努力工作, 錢
pet_13782, 3387, 努力工作, 錢
pet_13247, 3387, 努力工作, 錢
pet_13815, 3387, 努力工作, 錢
pet_13854, 3387, 努力工作, 錢
pet_9176, 3387, 努力工作, 錢
pet_12363, 3387, 努力工作, 錢
pet_13445, 3378, 飲料, 冰箱
pet_611, 3384, 吳淑珍, 買珠寶
pet_13185, 3383, 主人, 餵食
pet_13483, 3353, 孤單, 養寵物
pet_5459, 3383, 狗, 吃
pet_5459, 3383, 狗, 睡
pet_7808, 3370, 思念, 病
pet_13455, 3355, 跌倒, 受傷
pet_13492, 3355, 跌倒, 受傷
pet_13431, 3355, 跌倒, 受傷
pet_28, 3355, 跌倒, 流血
pet_13455, 3355, 跌倒, 流血
pet_13431, 3355, 跌倒, 流血
pet_12354, 3409, 紅色, 血
pet_4238, 3388, 打哈欠, 睡覺
pet_14020, 3360, 睡覺, 蓋被子
pet_13824, 3367, 愛情, 兩人
pet_13376, 3378, 飲料, 冰箱
pet_11108, 3378, 飲料, 冰箱
pet_13208, 3378, 飲料, 冰箱
pet_13824, 3378, 冰淇淋, 冰箱
pet_13824, 3378, 蛋糕, 冰箱
pet_13376, 3378, 食物, 冰箱
pet_12877, 3388, 打哈欠, 睡覺
pet_13653, 3360, 讀書, 安靜
pet_6263, 3360, 讀書, 安靜
pet_13698, 3366, 錢, 紙
pet_13443, 3354, 生病, 難過
pet_12108, 3365, 眼睛, 身體
pet_1541, 3388, 打哈欠, 睡覺
pet_13721, 3409, 綠色, 植物
pet_13653, 3360, 讀書, 專心
pet_13894, 3360, 讀書, 專心
pet_5459, 3353, 天氣冷, 穿衣服
pet_864, 3353, 天氣冷, 吃火鍋
pet_6114, 3365, 屁眼, 屁股
pet_864, 3380, 嘴巴, 唱歌
pet_13894, 3393, 陳水扁, 老婆
pet_4193, 3355, 感冒, 流鼻水
pet_13455, 3388, 刷牙, 睡覺
pet_1541, 3388, 上床, 睡覺
pet_13688, 3388, 叫外賣, 吃飯
pet_4193, 3388, 去KTV, 唱歌
pet_13850, 3388, 去KTV, 唱歌
pet_13455, 3366, 麵包, 麵粉
pet_14091, 3366, 麵包, 麵粉
pet_13894, 3393, 陳水扁, 坐牢
pet_435, 3393, 陳水扁, 坐牢
pet_11809, 3389, 發呆, 無聊
pet_13995, 3360, 洗澡, 打開水龍頭
pet_13712, 3389, 喝湯, 吃飯
pet_13809, 3384, 雲, 飄
pet_12840, 3380, 安全帽, 騎車
pet_12840, 3380, 太陽眼鏡, 騎車
pet_12203, 3380, 毛巾, 打球
pet_13809, 3384, 雲, 變形
pet_568, 3384, 雲, 變形
pet_13935, 3360, 煮麵, 買麵
pet_6464, 3360, 煮麵, 買麵
pet_10417, 3389, 大哭, 失戀
pet_146, 3389, 大哭, 失戀
pet_13544, 3360, 起床, 折棉被
pet_13806, 3360, 起床, 折棉被
pet_13101, 3380, 桌子, 讀書
pet_12510, 3380, 桌子, 讀書
pet_12848, 3380, 心, 讀書
pet_13387, 3370, 電視, 家電
pet_13387, 3370, 電視, 工具
pet_13534, 3370, 漢堡, 食物
pet_480, 3389, 大哭, 失戀
pet_13139, 3389, 喝酒, 失戀
pet_12998, 3358, 颱風, 水災
pet_12479, 3369, 奶茶, 茶
pet_14051, 3353, 肚子餓, 睡覺
pet_13822, 3353, 肚子餓, 睡覺
pet_14051, 3353, 肚子餓, 喝水
pet_11453, 3415, 情人節, 吃大餐
pet_12459, 3415, 情人節, 吃大餐
pet_7113, 3386, 努力, 賺錢
pet_13270, 3355, 被傳染, 感冒
pet_753, 3355, 被傳染, 感冒
pet_12907, 3353, 疲倦, 睡覺
pet_515, 3387, 努力工作, 很多錢
pet_9837, 3388, 去電影院, 看電影
pet_10214, 3386, 努力, 成功
pet_11509, 3386, 努力, 賺錢
pet_10214, 3386, 努力, 賺錢
pet_13101, 3356, 愛睏, 睡覺
pet_13789, 3355, 夏天, 吃冰
pet_13822, 3353, 疲倦, 睡覺
pet_5541, 3380, 球棒, 打架
pet_12203, 3380, 球棒, 打球
pet_13101, 3358, 颱風, 土石流
pet_13721, 3358, 感冒, 流鼻水
pet_11562, 3358, 感冒, 流鼻水
pet_1705, 3358, 感冒, 流鼻水
pet_7167, 3358, 感冒, 流鼻水
pet_13721, 3358, 感冒, 發燒
pet_11562, 3358, 感冒, 發燒
pet_13588, 3358, 感冒, 發燒
pet_7167, 3358, 感冒, 發燒
pet_13455, 3357, 健康, 財富
pet_13387, 3357, 健康, 財富
pet_13840, 3386, 睡覺, 補充體力
pet_13455, 3386, 睡覺, 補充體力
pet_11108, 3386, 睡覺, 補充體力
pet_9392, 3386, 看書, 增加知識
pet_13387, 3353, 天氣熱, 喝飲料
pet_13806, 3386, 吃飯, 活著
pet_13823, 3358, 咳嗽, 發燒
pet_791, 3358, 咳嗽, 發燒
pet_800, 3357, 讀書, 開心
pet_13455, 3385, 大哭, 失戀
pet_13090, 3383, 郵差, 送信
pet_13885, 3383, 電腦, 上網
pet_12354, 3383, 電腦, 上網
pet_13850, 3356, 肚子餓, 想吃飯
pet_13455, 3353, 無聊, 睡覺
pet_13455, 3353, 無聊, 打電動
pet_13782, 3353, 無聊, 睡覺
pet_386, 3386, 吃飯, 活著
pet_13978, 3353, 無聊, 睡覺
pet_13637, 3353, 無聊, 睡覺
pet_13721, 3354, 看書, 想睡覺
pet_11915, 3366, 玩具, 塑膠
pet_368, 3356, 喜歡, 唱歌
pet_13978, 3356, 喜歡, 唱歌
pet_3362, 3356, 肚子餓, 想吃飯
pet_13101, 3357, 錢, 車子
pet_127, 3368, 蛋糕, 雞蛋
pet_6846, 3368, 蛋糕, 雞蛋
pet_13711, 3360, 洗澡, 卸妝
pet_13460, 3356, 分手, 難過
pet_13405, 3356, 肚子餓, 吃飯
pet_13653, 3356, 肚子餓, 吃飯
pet_13460, 3356, 分手, 傷心
pet_13225, 3356, 分手, 傷心
pet_13441, 3385, 大叫, 生氣
pet_13641, 3370, 大便, 排泄物
pet_4067, 3357, 讀書, 朋友
pet_11834, 3378, 無尾熊, 動物園
pet_12397, 3378, 無尾熊, 動物園
pet_4440, 3368, 蛋糕, 雞蛋
pet_3207, 3385, 大叫, 生氣
pet_10922, 3356, 肚子餓, 吃飯
pet_13455, 3415, 國慶日, 放煙火
pet_10922, 3415, 國慶日, 放煙火
pet_10922, 3415, 國慶日, 放假
pet_13972, 3378, 正妹, 學校
pet_13455, 3370, 手機, 通訊工具
pet_13995, 3360, 洗澡, 關門
pet_12822, 3360, 洗澡, 關門
pet_13894, 3370, 電腦, 3C產品
pet_12397, 3390, 小豬, 睡
pet_12187, 3390, 小豬, 睡
pet_12397, 3390, 小豬, 吃
pet_12187, 3390, 小豬, 吃
pet_11097, 3353, 看電影, 睡覺
pet_13455, 3390, 小貓, 主人
pet_193, 3390, 小貓, 主人
pet_13460, 3390, 小狗, 跑步
pet_10922, 3415, 過年, 賭博
pet_10922, 3415, 過年, 吃年夜飯
pet_13443, 3385, 睡覺, 很累
pet_12117, 3385, 打哈欠, 很累
pet_13461, 3384, 車子, 跑
pet_13780, 3384, 車子, 跑
pet_13780, 3384, 車子, 故障
pet_13803, 3415, 生日, 許願
pet_13226, 3353, 睡覺, 吹冷氣
pet_5949, 3383, 雞, 生蛋
pet_5949, 3383, 雞, 吃飼料
pet_11074, 3380, 鉛筆, 寫字
pet_9837, 3354, 無聊, 發呆
pet_13626, 3354, 無聊, 上PTT
pet_13806, 3354, 無聊, 想睡
pet_13534, 3389, 睡覺, 累
pet_13038, 3389, 睡覺, 累
pet_12375, 3389, 睡覺, 累
pet_4634, 3389, 睡覺, 累
pet_11988, 3389, 睡覺, 累
pet_12380, 3389, 睡覺, 累
pet_12203, 3389, 睡覺, 累
pet_12566, 3389, 睡覺, 累
pet_12374, 3389, 睡覺, 累
pet_11635, 3380, 鉛筆, 寫字
pet_12013, 3380, 鉛筆, 寫字
pet_11909, 3380, 鉛筆, 寫字
pet_13914, 3353, 口渴, 喝飲料
pet_12575, 3386, 睡覺, 健康
pet_13455, 3377, 廁所, 學校
pet_13483, 3355, 天氣熱, 開冷氣
pet_11459, 3377, 大便, 廁所
pet_13379, 3377, 大便, 廁所
pet_13364, 3378, 天使, 天堂
pet_10835, 3378, 天使, 天堂
pet_12381, 3389, 抓, 癢
pet_13894, 3385, 洗澡, 髒髒
pet_6237, 3370, 動物, 生物
pet_176, 3385, 吃飯, 增肥
pet_12116, 3385, 吃飯, 想吃飯
pet_127, 3368, 荷包蛋, 雞蛋
pet_12280, 3368, 荷包蛋, 雞蛋
pet_13455, 3368, 麵條, 麵粉
pet_13900, 3368, 麵條, 麵粉
pet_11679, 3368, 麵條, 麵粉
pet_12540, 3391, 吃飽, 睡覺
pet_13978, 3378, 冰山, 南極
pet_12573, 3377, 洗手台, 廁所
pet_6232, 3389, 唱歌, 生氣
pet_7313, 3356, 沒錢, 窮
pet_5475, 3356, 沒錢, 窮
pet_864, 3378, 企鵝, 南極
pet_13978, 3378, 企鵝, 南極
pet_13357, 3378, 企鵝, 南極
pet_12794, 3389, 搶劫, 沒錢
pet_13353, 3386, 上PTT, 打發時間
pet_12794, 3412, 無聊, 看書
pet_13226, 3412, 無聊, 看書
pet_12547, 3412, 無聊, 看書
pet_2516, 3412, 失戀, 哭哭
pet_13238, 3391, 人, 吃飯
pet_694, 3389, 搶劫, 沒錢
pet_13712, 3356, 有錢, 快樂
pet_13721, 3389, 吹冷氣, 天氣熱
pet_13721, 3389, 喝飲料, 天氣熱
pet_2496, 3356, 沒錢, 窮
pet_619, 3356, 沒錢, 窮
pet_5045, 3356, 股票大跌, 窮
pet_619, 3356, 股票大跌, 窮
pet_619, 3356, 有工作, 有錢
pet_13477, 3356, 中樂透, 有錢
pet_11710, 3356, 中樂透, 有錢
pet_11449, 3356, 中樂透, 有錢
pet_1200, 3356, 中樂透, 有錢
pet_8464, 3356, 中樂透, 有錢
pet_5518, 3367, 雞蛋, 蛋白
pet_766, 3367, 雞蛋, 蛋白
pet_5518, 3367, 雞蛋, 蛋黃
pet_766, 3367, 雞蛋, 蛋殼
pet_766, 3367, 雞蛋, 蛋黃
pet_5518, 3367, 雞蛋, 蛋殼
pet_12510, 3404, 開心, 微笑
pet_12864, 3404, 開心, 微笑
pet_10878, 3404, 開心, 微笑
pet_767, 3404, 開心, 微笑
pet_11848, 3412, 生氣, 不爽
pet_10673, 3412, 生氣, 不爽
pet_8492, 3412, 生氣, 不爽
pet_7379, 3412, 生氣, 不爽
pet_4263, 3412, 生氣, 不爽
pet_947, 3354, 大熱狗, 吃飽
pet_454, 3399, 小狗, 可愛的
pet_11801, 3384, 音響, 發出聲音
pet_454, 3384, 音響, 發出聲音
pet_11791, 3384, 手機, 叫
pet_13208, 3384, 手機, 叫
pet_13101, 3384, 手機, 叫
pet_12552, 3404, 開心, 微笑
pet_5289, 3354, 大熱狗, 吃飽
pet_9347, 3384, 手機, 叫
pet_13387, 3384, 手機, 叫
pet_12552, 3384, 手機, 叫
pet_12418, 3384, 手機, 叫
pet_6493, 3384, 手機, 叫
pet_9333, 3384, 手機, 叫
pet_8347, 3384, 手機, 叫
pet_7758, 3384, 手機, 叫
pet_7670, 3384, 手機, 叫
pet_6352, 3354, 小姐, 興奮
pet_454, 3354, 小姐, 興奮
pet_8040, 3404, 快樂, 大笑
pet_7181, 3404, 快樂, 大笑
pet_819, 3404, 快樂, 大笑
pet_5240, 3387, 工作, 飯吃
pet_98, 3387, 工作, 飯吃
pet_12513, 3387, 賺錢, 飯吃
pet_10027, 3387, 賺錢, 飯吃
pet_5240, 3387, 賺錢, 飯吃
pet_98, 3387, 賺錢, 飯吃
pet_98, 3387, 買菜, 飯吃
pet_11167, 3412, 地震, 睡覺
pet_3401, 3412, 地震, 睡覺
pet_949, 3412, 地震, 睡覺
pet_1015, 3412, 地震, 睡覺
pet_12597, 3393, 蟑螂, 鐵鎚
pet_12513, 3393, 蟑螂, 鐵鎚
pet_6412, 3393, 蟑螂, 鐵鎚
pet_6794, 3393, 烏龜, 鐵鎚
pet_11423, 3393, 烏龜, 鐵鎚
pet_12573, 3393, 烏龜, 鐵鎚
pet_12102, 3393, 烏龜, 鐵鎚
pet_12059, 3393, 烏龜, 鐵鎚
pet_12138, 3393, 烏龜, 鐵鎚
pet_11709, 3393, 烏龜, 鐵鎚
pet_11436, 3393, 烏龜, 鐵鎚
pet_10417, 3393, 烏龜, 鐵鎚
pet_11262, 3393, 烏龜, 鐵鎚
pet_10806, 3393, 烏龜, 鐵鎚
pet_9269, 3393, 烏龜, 鐵鎚
pet_9401, 3393, 烏龜, 鐵鎚
pet_7501, 3393, 烏龜, 鐵鎚
pet_7758, 3393, 烏龜, 鐵鎚
pet_8137, 3393, 烏龜, 鐵鎚
pet_7006, 3393, 烏龜, 鐵鎚
pet_6412, 3393, 烏龜, 鐵鎚
pet_6540, 3393, 烏龜, 鐵鎚
pet_5540, 3393, 烏龜, 鐵鎚
pet_3708, 3393, 烏龜, 鐵鎚
pet_12380, 3393, 人, 鐵鎚
pet_3708, 3393, 人, 鐵鎚
pet_4934, 3393, 人, 鐵鎚
pet_766, 3393, 人, 鐵鎚
pet_12840, 3412, 睡覺, 蓋被子
pet_13349, 3412, 睡覺, 蓋被子
pet_11915, 3412, 睡覺, 蓋被子
pet_5490, 3412, 睡覺, 蓋被子
pet_5537, 3412, 睡覺, 蓋被子
pet_12834, 3412, 睡覺, 蓋被子
pet_12537, 3412, 睡覺, 蓋被子
pet_12046, 3412, 睡覺, 蓋被子
pet_12014, 3412, 睡覺, 蓋被子
pet_11333, 3412, 睡覺, 蓋被子
pet_10559, 3412, 睡覺, 蓋被子
pet_11310, 3412, 睡覺, 蓋被子
pet_11169, 3412, 睡覺, 蓋被子
pet_11193, 3412, 睡覺, 蓋被子
pet_10734, 3412, 睡覺, 蓋被子
pet_10873, 3412, 睡覺, 蓋被子
pet_10842, 3412, 睡覺, 蓋被子
pet_9794, 3412, 睡覺, 蓋被子
pet_9248, 3412, 睡覺, 蓋被子
pet_7501, 3412, 睡覺, 蓋被子
pet_7016, 3412, 睡覺, 蓋被子
pet_7203, 3412, 睡覺, 蓋被子
pet_7038, 3412, 睡覺, 蓋被子
pet_5374, 3412, 睡覺, 蓋被子
pet_762, 3412, 睡覺, 蓋被子
pet_3519, 3412, 睡覺, 蓋被子
pet_3971, 3412, 睡覺, 蓋被子
pet_12840, 3412, 睡覺, 吹冷氣
pet_11644, 3412, 睡覺, 吹冷氣
pet_12537, 3412, 睡覺, 吹冷氣
pet_12475, 3412, 睡覺, 吹冷氣
pet_1746, 3412, 睡覺, 吹冷氣
pet_11193, 3412, 睡覺, 吹冷氣
pet_10873, 3412, 睡覺, 吹冷氣
pet_41, 3412, 睡覺, 吹冷氣
pet_766, 3412, 睡覺, 吹冷氣
pet_11453, 3393, 蟑螂, 殺蟲劑
pet_11782, 3393, 蟑螂, 殺蟲劑
pet_12939, 3393, 蟑螂, 殺蟲劑
pet_13441, 3393, 蟑螂, 殺蟲劑
pet_13349, 3393, 蟑螂, 殺蟲劑
pet_11834, 3393, 蟑螂, 殺蟲劑
pet_12311, 3393, 蟑螂, 殺蟲劑
pet_13130, 3393, 蟑螂, 殺蟲劑
pet_11988, 3393, 蟑螂, 殺蟲劑
pet_12731, 3393, 蟑螂, 殺蟲劑
pet_41, 3393, 蟑螂, 殺蟲劑
pet_12768, 3393, 蟑螂, 殺蟲劑
pet_12597, 3393, 蟑螂, 殺蟲劑
pet_12040, 3393, 蟑螂, 殺蟲劑
pet_11021, 3393, 蟑螂, 殺蟲劑
pet_12323, 3393, 蟑螂, 殺蟲劑
pet_10739, 3393, 蟑螂, 殺蟲劑
pet_12039, 3393, 蟑螂, 殺蟲劑
pet_11463, 3393, 蟑螂, 殺蟲劑
pet_11269, 3393, 蟑螂, 殺蟲劑
pet_11445, 3393, 蟑螂, 殺蟲劑
pet_9257, 3393, 蟑螂, 殺蟲劑
pet_10199, 3393, 蟑螂, 殺蟲劑
pet_9608, 3393, 蟑螂, 殺蟲劑
pet_10743, 3393, 蟑螂, 殺蟲劑
pet_10608, 3393, 蟑螂, 殺蟲劑
pet_9650, 3393, 蟑螂, 殺蟲劑
pet_7073, 3412, 車震, 興奮
pet_737, 3412, 車震, 興奮
pet_13653, 3412, 大便, 看書
pet_12224, 3412, 大便, 看書
pet_12459, 3412, 大便, 看書
pet_8509, 3412, 大便, 看書
pet_13455, 3412, 大便, 看報紙
pet_12416, 3412, 大便, 看報紙
pet_12459, 3412, 大便, 看報紙
pet_10199, 3412, 大便, 看報紙
pet_9457, 3412, 大便, 看報紙
pet_4429, 3412, 大便, 看報紙
pet_3371, 3412, 大便, 看報紙
pet_3247, 3412, 大便, 看報紙
pet_13349, 3354, 被騙, 想打人
pet_651, 3354, 被騙, 想打人
pet_505, 3354, 下載失敗, 發脾氣
pet_505, 3354, 煩, 發脾氣
pet_13676, 3387, 努力, 錢
pet_13641, 3387, 努力, 錢
pet_12848, 3387, 努力, 錢
pet_12756, 3387, 努力, 錢
pet_5246, 3387, 努力, 錢
pet_13252, 3387, 努力, 錢
pet_12877, 3387, 努力, 錢
pet_7259, 3387, 努力, 錢
pet_9608, 3387, 努力, 錢
pet_12277, 3387, 努力, 錢
pet_12046, 3387, 努力, 錢
pet_12566, 3387, 努力, 錢
pet_4312, 3387, 努力, 錢
pet_386, 3387, 努力, 錢
pet_12369, 3387, 努力, 錢
pet_11826, 3387, 努力, 錢
pet_12124, 3387, 努力, 錢
pet_11410, 3387, 努力, 錢
pet_11863, 3387, 努力, 錢
pet_11809, 3387, 努力, 錢
pet_11546, 3387, 努力, 錢
pet_11286, 3387, 努力, 錢
pet_11361, 3387, 努力, 錢
pet_11193, 3387, 努力, 錢
pet_10593, 3387, 努力, 錢
pet_10895, 3387, 努力, 錢
pet_4238, 3387, 努力, 錢
pet_10329, 3387, 努力, 錢
pet_10873, 3387, 努力, 錢
pet_10217, 3387, 努力, 錢
pet_64, 3387, 努力, 錢
pet_10546, 3387, 努力, 錢
pet_10184, 3387, 努力, 錢
pet_10553, 3387, 努力, 錢
pet_9015, 3387, 努力, 錢
pet_10137, 3387, 努力, 錢
pet_9257, 3387, 努力, 錢
pet_9434, 3387, 努力, 錢
pet_8509, 3387, 努力, 錢
pet_211, 3387, 努力, 錢
pet_8773, 3387, 努力, 錢
pet_9378, 3387, 努力, 錢
pet_8885, 3387, 努力, 錢
pet_2395, 3387, 努力, 錢
pet_7501, 3387, 努力, 錢
pet_8670, 3387, 努力, 錢
pet_5868, 3387, 努力, 錢
pet_6365, 3387, 努力, 錢
pet_8349, 3387, 努力, 錢
pet_7301, 3387, 努力, 錢
pet_7758, 3387, 努力, 錢
pet_4575, 3387, 努力, 錢
pet_4206, 3387, 努力, 錢
pet_13185, 3387, 努力, 名聲
pet_5322, 3387, 努力, 快樂
