pet_6164, 3366, 龜頭, 烏龜
pet_409, 3404, 做夢, 回到過去
pet_409, 3404, 看電影, 回到過去
pet_409, 3355, 翹課, 被罵
pet_409, 3355, 翹課, 記過
pet_409, 3355, 翹課, 罰寫
pet_409, 3355, 翹課, 罰勞動服務
pet_180, 3354, 生氣, 悲傷
pet_180, 3354, 沒人理, 悲傷
pet_34, 3355, 跌倒, 哭著找人
pet_256, 3355, 發燒, 躺在床上
pet_156, 3355, 肚子痛, 送醫
pet_156, 3355, 肚子痛, 放屁
pet_583, 3354, 腦殘, 發笑
pet_167, 3409, 黑色, 冷靜
pet_628, 3354, 收穫, 快樂
pet_15463, 3360, 睡覺, 蓋被子
pet_14756, 3360, 睡覺, 蓋被子
pet_7167, 3360, 睡覺, 蓋被子
pet_248, 3360, 睡覺, 蓋被子
pet_11562, 3360, 睡覺, 蓋被子
pet_11410, 3360, 睡覺, 蓋被子
pet_14009, 3354, 生病, 難過
pet_13872, 3354, 生病, 難過
pet_409, 3354, 有人離開, 難過
pet_409, 3354, 心裡受創, 難過
pet_409, 3354, 吃不飽, 難過
pet_409, 3354, 痛苦, 難過
pet_7913, 3360, 吃藥, 打開藥包
pet_7390, 3367, 勝利, 努力
pet_737, 3367, 勝利, 團隊
pet_737, 3367, 勝利, 堅持
pet_303, 3412, 有人放屁, 裝沒事
pet_303, 3412, 有人放屁, 跑掉
pet_303, 3360, 讀書, 心靜
pet_303, 3360, 讀書, 心無旁鶩
pet_703, 3367, 轉角遇到愛, 大S
pet_703, 3367, 轉角遇到愛, 羅志祥
pet_478, 3360, 洗手, 有手
pet_478, 3360, 養寵物前, 有寵物
pet_6136, 3360, 睡覺, 換睡衣
pet_13891, 3360, 睡覺, 換睡衣
pet_14562, 3360, 睡覺, 換睡衣
pet_7167, 3360, 睡覺, 換睡衣
pet_2874, 3360, 睡覺, 換睡衣
pet_6136, 3360, 睡覺, 換睡衣
pet_14302, 3360, 睡覺, 換睡衣
pet_13925, 3360, 睡覺, 換睡衣
pet_13460, 3360, 睡覺, 換睡衣
pet_13352, 3360, 睡覺, 換睡衣
pet_12920, 3360, 睡覺, 換睡衣
pet_13214, 3360, 睡覺, 換睡衣
pet_26, 3383, 人, 器官捐贈
pet_26, 3383, 大愛, 器官捐贈
pet_26, 3383, 死人, 器官捐贈
pet_26, 3383, 善心, 器官捐贈
pet_26, 3383, 醫療, 器官捐贈
pet_325, 3383, 郊遊, 吟酒作樂
pet_325, 3383, 賞月, 吟酒作樂
pet_325, 3383, 賞楓, 吟酒作樂
pet_325, 3383, 賞梅, 吟酒作樂
pet_325, 3383, 賞鳥, 吟酒作樂
pet_356, 3380, 望遠鏡, 看演唱會
pet_6464, 3380, 望遠鏡, 看球賽
pet_325, 3384, 海角七號, 大紅
pet_325, 3384, 海角七號, 大賣
pet_741, 3384, 湯姆克魯斯, 拍電影
pet_743, 3384, 小矮人, 救白雪公主
pet_743, 3384, 小矮人, 煮飯
pet_10661, 3353, 天氣冷, 穿衣服
pet_14593, 3353, 天氣冷, 穿衣服
pet_490, 3353, 天氣冷, 呆在家
pet_15753, 3353, 天氣冷, 吃火鍋
pet_15660, 3353, 天氣冷, 吃火鍋
pet_15660, 3353, 天氣冷, 吃火鍋
pet_12203, 3353, 天氣冷, 吃火鍋
pet_391, 3353, 吃飯, 張開嘴巴
pet_12949, 3353, 吃飯, 喝飲料
pet_8417, 3353, 吃飯, 喝飲料
pet_744, 3384, 浪子, 回頭
pet_391, 3383, 女傭, 烘乾衣服
pet_391, 3383, 衣服沒地方曬, 烘乾衣服
pet_391, 3383, 媽媽, 烘乾衣服
pet_391, 3383, 洗好衣服, 烘乾衣服
pet_734, 3355, 下雨, 天氣熱
pet_734, 3383, 廁所, 洗澡
pet_734, 3383, 廁所, 補妝
pet_734, 3383, 廁所, 吹頭髮
pet_339, 3355, 變冷, 下雪
pet_165, 3355, 擠牙膏, 刷牙
pet_165, 3355, 牙痛, 刷牙
pet_192, 3383, 床上, 打滾
pet_192, 3383, 床上, 作夢
pet_730, 3355, 回家, 洗臉
pet_730, 3355, 打球, 洗臉
pet_170, 3383, 學校, 傳道
pet_170, 3383, 學校, 授業
pet_339, 3393, 宅男, 陽光少女
pet_339, 3393, 宅男, 逛街
pet_339, 3393, 宅男, 父母
pet_737, 3355, 起風, 下雨
pet_13455, 3385, 吃飯, 想長大
pet_747, 3415, 上床, 變帥
pet_747, 3415, 上床, 變酷
pet_747, 3415, 上床, 變聰明
pet_131, 3385, 睡覺, 沒吃飯
pet_131, 3409, 天黑黑, 吃晚飯
pet_131, 3409, 天黑黑, 下班
pet_131, 3409, 天黑黑, 休息
pet_131, 3409, 天黑黑, 和家人在一起
pet_238, 3373, 豬, 天空
pet_238, 3373, 牛, 天空
pet_238, 3373, 羊, 天空
pet_238, 3383, 蒼蠅, 吃
pet_238, 3383, 蒼蠅, 喝
pet_238, 3383, 蒼蠅, 拉
pet_238, 3383, 蒼蠅, 撒
pet_697, 3409, 句號, 結束
pet_238, 3373, 鎖骨, 頭
pet_238, 3373, 肚臍, 頭
pet_7434, 3391, 貓咪, 吃飯
pet_238, 3391, 貓咪, 抓蝴蝶
pet_449, 3383, 比喝酒, 找到對手
pet_449, 3383, 比喝酒, 買到酒
pet_751, 3391, 學生, 夢想
pet_751, 3391, 學生, 成長
pet_751, 3391, 學生, 未來
pet_139, 3356, 被槍斃, 死掉
pet_139, 3356, 被槍斃, 投胎
pet_139, 3391, 家長, 打人
pet_139, 3391, 家長, 罵人
pet_139, 3375, 狗狗, 別人家門
pet_743, 3383, 好野人, 買房
pet_743, 3383, 好野人, 吃香
pet_743, 3383, 好野人, 喝辣
pet_743, 3383, 好野人, 捐錢
pet_743, 3383, 好野人, 花一堆錢
pet_13119, 3366, 冰淇淋, 奶油
pet_13119, 3366, 冰淇淋, 冰
pet_521, 3375, 貓咪, 浴室
pet_521, 3375, 貓咪, 窗戶
pet_521, 3375, 貓咪, 大廳
pet_450, 3404, 有外送, 有人按門鈴
pet_753, 3378, 土地, 腳底下
pet_753, 3378, 地球, 腳底下
pet_450, 3366, 果凍, 寒天
pet_450, 3366, 果凍, 洋菜
pet_450, 3366, 果凍, 果汁
pet_450, 3366, 木瓜牛奶, 冰塊
pet_450, 3366, 木瓜牛奶, 奶精
pet_646, 3384, 野狗, 叫
pet_646, 3384, 野狗, 跳
pet_646, 3384, 野狗, 吃飯
pet_646, 3384, 野狗, 睡覺
pet_754, 3384, 野狗, 亂叫
pet_754, 3384, 野狗, 亂咬人
pet_754, 3384, 野狗, 肚子餓
pet_754, 3384, 野狗, 沒人愛
pet_754, 3384, 野狗, 很可憐
pet_450, 3388, 上網, 看動畫
pet_753, 3378, 私房錢, 衣櫥底下
pet_12381, 3380, 手, 打電腦
pet_12513, 3380, 手, 打電腦
pet_10217, 3380, 手, 擦屁股
pet_11480, 3380, 手, 打電話
pet_14497, 3366, 麵包, 麵粉
pet_864, 3366, 麵包, 麵粉
pet_248, 3380, 嘴巴, 唱歌
pet_11562, 3380, 嘴巴, 唱歌
pet_13810, 3380, 嘴巴, 唱歌
pet_755, 3404, 喜事, 朋友來拜訪
pet_502, 3393, 玫瑰, 枯萎
pet_435, 3393, 天才, 白痴
pet_435, 3393, 天才, 兵
pet_435, 3393, 天才, 變笨
pet_196, 3388, 燒開水, 煮麵
pet_196, 3388, 加蔥, 煮麵
pet_196, 3388, 等水滾, 煮麵
pet_196, 3388, 加豆瓣醬, 煮麵
pet_606, 3388, 再試一次, 放棄
pet_606, 3388, 最後嘗試, 放棄
pet_606, 3389, 跳樓, 想死
pet_606, 3389, 吃安眠藥, 想死
pet_606, 3389, 上吊, 想死
pet_5634, 3388, 看電視, 開心
pet_146, 3375, 陳水扁, 法庭
pet_146, 3375, 陳水扁, 總統府
pet_146, 3375, 錢, 口袋
pet_146, 3375, 錢, 錢包
pet_146, 3375, 錢, 國
pet_146, 3355, 睡著, 夢遺
pet_10099, 3355, 睡著, 尿床
pet_11635, 3360, 上廁所, 開燈
pet_146, 3360, 上廁所, 衛生紙
pet_146, 3371, 宅男, 宿舍
pet_15753, 3355, 喝酒, 頭痛
pet_14866, 3388, 上床, 睡覺
pet_14397, 3388, 上床, 睡覺
pet_11459, 3388, 刷牙, 睡覺
pet_146, 3388, 關掉Ptt, 讀書
pet_757, 3355, 大便, 髒
pet_14562, 3388, 去買飯, 吃飯
pet_13247, 3388, 去買飯, 吃飯
pet_758, 3388, 出去吃飯, 吃飯
pet_758, 3388, 找人吃飯, 吃飯
pet_759, 3375, 猴子, 動物園
pet_15644, 3388, 去KTV, 唱歌
pet_11863, 3388, 去KTV, 唱歌
pet_127, 3388, 去KTV, 唱歌
pet_12822, 3388, 去KTV, 唱歌
pet_490, 3388, 在家唱, 唱歌
pet_490, 3388, 吃東西, 唱歌
pet_32, 3373, 無用, 政治
pet_32, 3373, 無用, 沒錢
pet_635, 3356, 很飽, 吃不下飯
pet_126, 3355, 長大後, 變老
pet_126, 3355, 長大後, 變現實
pet_146, 3360, 出遊, 規劃
pet_146, 3360, 出遊, 買零食
pet_146, 3360, 出遊, 睡飽
pet_146, 3360, 出遊, 領錢
pet_13544, 3360, 煮飯, 洗米
pet_13038, 3360, 煮飯, 洗米
pet_13270, 3360, 煮飯, 洗米
pet_13049, 3360, 煮飯, 洗米
pet_12416, 3360, 煮飯, 洗米
pet_12513, 3360, 煮飯, 洗米
pet_11809, 3360, 煮飯, 買米
pet_12129, 3360, 煮飯, 買米
pet_146, 3360, 買東西, 領錢
pet_146, 3360, 買東西, 等打折
pet_146, 3360, 買東西, 等週年慶
pet_5361, 3360, 煮飯, 買菜
pet_762, 3360, 煮飯, 準備材料
pet_762, 3360, 煮飯, 注意多少人吃
pet_762, 3360, 交男友, 懂得打扮
pet_762, 3360, 交男友, 貼心
pet_762, 3360, 交男友, 會煮菜
pet_762, 3360, 交男友, 會撒嬌
pet_196, 3415, 雨天, 呆在家
pet_196, 3415, 雨天, 蹺課
pet_396, 3415, 沒錢, 借錢
pet_763, 3415, 沒錢, 賺錢
pet_763, 3415, 沒錢, 自殺
pet_763, 3415, 沒錢, 燒炭
pet_396, 3412, 機車壞掉, 找機車行
pet_396, 3412, 機車壞掉, 找朋友
pet_396, 3415, 胖, 少吃一點
pet_396, 3415, 胖, 克制飲食
pet_751, 3415, 胖, 少吃點
pet_751, 3415, 胖, 跑步
pet_751, 3415, 胖, 騎單車上班
pet_118, 3412, 要搭車, 攔車
pet_118, 3412, 要搭車, 去車站
pet_118, 3412, 要搭車, 加值悠遊卡
pet_118, 3412, 要搭車, 買車票
pet_196, 3380, 機車, 買菜
pet_118, 3387, 換髮型, 女朋友
pet_118, 3387, 打扮陽光一點, 女朋友
pet_118, 3387, 不要畏畏縮縮, 女朋友
pet_118, 3387, 多和女生聊天, 女朋友
pet_118, 3387, 展現自己優點, 女朋友
pet_382, 3377, 悠遊卡, 捷運
pet_244, 3377, 菜, 大陸
pet_244, 3377, 阿共仔, 大陸
pet_13214, 3380, 安全帽, 騎車
pet_751, 3380, 大燈, 騎車
pet_9632, 3380, 煞車, 騎車
pet_751, 3380, 擋風鏡, 騎車
pet_751, 3380, 運動褲, 打球
pet_751, 3380, 運動鞋, 打球
pet_751, 3380, 運動衫, 打球
pet_746, 3380, 棺材, 死掉
pet_746, 3380, 蓮花, 死掉
pet_746, 3380, 金紙, 死掉
pet_746, 3395, 宅男, 衣服
pet_746, 3395, 宅男, 名牌
pet_746, 3395, 宅男, 時尚
pet_118, 3380, 指甲, 彈吉他
pet_118, 3380, 熱血, 彈吉他
pet_118, 3380, 感情, 彈吉他
pet_118, 3380, 吉他譜, 彈吉他
pet_118, 3360, 憂鬱, 曬太陽
pet_118, 3360, 憂鬱, 跑步
pet_118, 3360, 憂鬱, 打球
pet_118, 3360, 憂鬱, 打電動
pet_118, 3360, 憂鬱, 自助旅行
pet_751, 3360, 被當的時候, 重修
pet_751, 3360, 被當的時候, 去巴結教授
pet_751, 3360, 被當的時候, 懺悔
pet_751, 3360, 被當的時候, 加油再努力
pet_118, 3360, 被當的時候, 寫悔過書
pet_751, 3380, 好夢, 睡覺
pet_118, 3395, 通勤族, 下雨
pet_118, 3395, 通勤族, 颱風天上班
pet_118, 3395, 通勤族, 捷運故障
pet_118, 3360, 悲傷, 哭一下
pet_118, 3360, 悲傷, 去曬太陽
pet_118, 3360, 悲傷, 找麻吉或姊妹
pet_118, 3360, 悲傷, 睡到飽
pet_118, 3360, 悲傷, 洗熱水澡
pet_192, 3393, 膽小鬼, 蟲
pet_118, 3387, 努力賺錢, 開心
pet_118, 3387, 和麻吉去運動, 開心
pet_118, 3387, 學音樂, 開心
pet_118, 3387, 發洩壓力, 開心
pet_118, 3383, 痰盂, 裝痰
pet_118, 3383, 痰盂, 放博物館展覽
pet_708, 3391, 殺人, 報仇
pet_708, 3391, 殺人, 被關
pet_303, 3383, 新娘, 開心
pet_303, 3383, 新娘, 期待
pet_118, 3358, 曝光, 底片不能用
pet_118, 3358, 曝光, 靈異照片
pet_766, 3354, 壓力大, 難過
pet_14299, 3375, 媽媽, 房子
pet_766, 3354, 沒有錢, 難過
pet_766, 3383, 岳父, 教導人生道理
pet_766, 3354, 和家人相處, 快樂
pet_766, 3354, 和朋友相處, 快樂
pet_766, 3354, 和愛人相處, 快樂
pet_15345, 3354, 上網, 快樂
pet_486, 3383, 警車, 撞人
pet_486, 3383, 警車, 抓人
pet_486, 3383, 警車, 載警察
pet_188, 3383, 自殺, 刀片
pet_188, 3383, 割腕, 刀片
pet_188, 3383, 切蘋果, 刀片
pet_486, 3358, 台灣人, 對立
pet_486, 3358, 台灣人, 獨立
pet_486, 3358, 台灣人, 仿冒
pet_188, 3390, 女生, 美少年
pet_699, 3354, 兵變, 心痛
pet_699, 3354, 被當, 心痛
pet_699, 3354, 被騙, 心痛
pet_15417, 3360, 回家, 吃飯
pet_15417, 3360, 回家, 吃飯
pet_11063, 3360, 回家, 洗手
pet_7845, 3360, 回家, 洗手
pet_8669, 3360, 回家, 看電視
pet_771, 3360, 起床, 穿暖活
pet_771, 3360, 起床, 做早操
pet_771, 3360, 起床, 梳理
pet_771, 3360, 開門, 注意門後
pet_771, 3360, 開門, 敲門問候
pet_771, 3360, 開門, 打個招呼
pet_771, 3360, 開門, 解開鎖
pet_771, 3386, 買早餐, 要補充養分
pet_771, 3386, 買早餐, 提振精神
pet_771, 3386, 買早餐, 填飽肚子
pet_771, 3386, 買早餐, 一天的開始
pet_772, 3386, 買早餐, 補充體力
pet_772, 3386, 買早餐, 一天的作息
pet_772, 3386, 買早餐, 一天的精力
pet_771, 3380, 耳朵眼睛, 上課
pet_772, 3386, 買便當, 補充體力
pet_772, 3386, 買便當, 吃東西
pet_771, 3386, 買飲料, 解渴
pet_771, 3386, 買飲料, 清涼暢飲
pet_771, 3386, 買飲料, 犒賞自己
pet_771, 3386, 買飲料, 獎勵
pet_772, 3386, 買飲料, 口渴
pet_146, 3385, 不快樂, 失誤
pet_146, 3385, 不快樂, 累
pet_146, 3385, 不快樂, 煩躁
pet_146, 3385, 不滿足, 欲罷不能
pet_12397, 3380, 椅子, 讀書
pet_338, 3367, 罪惡, 心理
pet_338, 3367, 罪惡, 心病
pet_338, 3367, 罪惡, 恐懼
pet_146, 3370, 滑鼠, 硬體
pet_146, 3370, 滑鼠, 輸入設備
pet_146, 3367, 粉刺, 皮膚
pet_146, 3389, 打球, 失戀
pet_146, 3389, 飆車, 失戀
pet_146, 3389, 狂奔, 失戀
pet_602, 3370, 電話, 物品
pet_15660, 3370, 電話, 通訊器材
pet_602, 3370, 電話, 通訊器材
pet_602, 3370, 電話, 固體
pet_12416, 3389, 打電動, 無聊
pet_13712, 3389, 聊天, 吃飯
pet_13225, 3389, 聊天, 吃飯
pet_12142, 3389, 聊天, 吃飯
pet_5361, 3389, 喝湯, 吃飯
pet_15061, 3389, 喝湯, 吃飯
pet_5040, 3389, 吃飯, 心情不好
pet_602, 3383, 回家, 打包
pet_602, 3383, 宴客, 打包
pet_602, 3383, 搬宿舍, 打包
pet_602, 3383, 搬家, 打包
pet_602, 3383, 寄東西, 打包
pet_602, 3383, 吃完飯, 收拾
pet_602, 3383, 家裡髒, 收拾
pet_602, 3383, 衣櫃亂, 收拾
pet_753, 3389, 下棋, 睡覺
pet_753, 3389, 瞇眼, 睡覺
pet_463, 3384, 打老師, 被處罰
pet_463, 3384, 打老師, 被媽媽罵
pet_625, 3383, 貞子, 爬電視機
pet_625, 3383, 貞子, 嚇死人
pet_15706, 3384, 你, 吃飯
pet_15660, 3384, 你, 吃飯
pet_13033, 3384, 你, 吃飯
pet_15706, 3384, 你, 看書
pet_777, 3384, 你, 休閒
pet_777, 3383, 無賴, 打人鬧事
pet_777, 3383, 無賴, 游手秏閑
pet_777, 3383, 無賴, 無所事是
pet_777, 3383, 無賴, 耍白爛
pet_777, 3383, 無賴, 到處借錢
pet_13721, 3383, 鳥, 飛
pet_625, 3392, 大太陽, 雨傘
pet_625, 3392, 天氣不錯時, 雨傘
pet_435, 3391, 下班, 回家
pet_435, 3391, 下課, 回家
pet_435, 3391, 遊子, 回家
pet_435, 3391, 乾粄條, 加醬油
pet_435, 3391, 乾粄條, 煮熟
pet_435, 3391, 乾粄條, 放滷蛋
pet_435, 3389, 躲起來, 看漫畫
pet_435, 3389, 租回家, 看漫畫
pet_435, 3389, 配雞排, 看漫畫
pet_435, 3389, 養寵物, 玩PTT
pet_435, 3389, 找小天使, 玩PTT
pet_435, 3389, 炫耀, 玩PTT
pet_435, 3389, 看我的最愛, 玩PTT
pet_3035, 3389, 認真, 讀書
pet_781, 3389, 考第一名, 讀書
pet_10593, 3369, 奶茶, 牛奶
pet_9855, 3369, 奶茶, 牛奶
pet_669, 3369, 紅茶, 糖
pet_669, 3353, 考零分, 藏起來
pet_669, 3353, 考零分, 問別人
pet_669, 3353, 睡過頭, 搭計程車
pet_669, 3353, 睡過頭, 繼續睡
pet_669, 3353, 睡過頭, 請假
pet_669, 3353, 睡過頭, 打電話
pet_669, 3353, 睡過頭, 說SORRY
pet_784, 3392, 插頭, 插座
pet_784, 3392, 販賣機, 飲料
pet_15810, 3353, 肚子餓, 睡覺
pet_680, 3412, 做技工, 工作
pet_15077, 3388, 肚子餓, 吃飯
pet_15341, 3388, 肚子餓, 吃飯
pet_13925, 3388, 肚子餓, 吃飯
pet_14101, 3388, 肚子餓, 吃飯
pet_521, 3412, 被關在冰箱, 大叫
pet_521, 3412, 被關在冰箱, 踹冰箱
pet_521, 3412, 被關在冰箱, 哭
pet_230, 3415, 清明節, 在家休息
pet_230, 3415, 捷運上, 看風景
pet_230, 3415, 捷運上, 聽音樂
pet_230, 3415, 捷運上, 看書
pet_230, 3415, 捷運上, 東張西望
pet_230, 3415, 月台邊, 東張西望
pet_230, 3415, 月台邊, 思考
pet_230, 3415, 月台邊, 聽音樂
pet_7670, 3415, 月台邊, 看書
pet_84, 3357, 劈腿, 惡運
pet_84, 3357, 外遇, 惡運
pet_84, 3357, 沒拜拜, 惡運
pet_244, 3391, 情侶, 分開
pet_244, 3391, 情侶, 生小孩
pet_753, 3357, 送子鳥, 小嬰兒
pet_753, 3388, 找球打, 打球
pet_11865, 3388, 買飲料, 吃飯
pet_248, 3388, 去餐廳, 吃飯
pet_11108, 3388, 去餐廳, 吃飯
pet_12793, 3388, 去餐廳, 吃飯
pet_12223, 3388, 去餐廳, 吃飯
pet_11096, 3388, 去餐廳, 吃飯
pet_376, 3392, 小狗, 散步
pet_376, 3392, 小狗, 旺旺叫
pet_12939, 3392, 女人, 變老
pet_415, 3392, 女人, 變醜
pet_415, 3392, 女人, 沒錢花
pet_415, 3392, 女人, 沒化妝
pet_376, 3387, 吃飯, 身體好
pet_376, 3387, 作息正常, 身體好
pet_376, 3387, 吃補品, 身體好
pet_376, 3387, 少吃油炸食物, 身體好
pet_376, 3356, 沒錢, 洗錢
pet_376, 3392, 男人, 當兵
pet_376, 3392, 男人, 養家
pet_376, 3392, 男人, 有私生子
pet_376, 3387, 嫁入豪門, 很多錢
pet_376, 3387, 娶千金小姐, 很多錢
pet_376, 3387, 炒作股票, 很多錢
pet_376, 3387, 炒房地產, 很多錢
pet_14616, 3388, 去電影院, 看電影
pet_376, 3388, 找BT, 看電影
pet_376, 3388, 邀約朋友, 看電影
pet_376, 3356, 肩膀酸, 肩膀痛
pet_376, 3356, 肩膀酸, 貼藥膏
pet_376, 3356, 肩膀酸, 手舉不起來
pet_376, 3356, 肩膀酸, 人老了
pet_376, 3387, 用功讀書, 功課好
pet_376, 3387, 念書有效率, 功課好
pet_376, 3387, 事半功倍, 功課好
pet_376, 3386, 發呆, 清空頭腦
pet_376, 3386, 發呆, 放輕鬆
pet_376, 3386, 努力, 成長
pet_14573, 3386, 努力, 成功
pet_376, 3386, 努力, 給家人交代
pet_376, 3386, 努力, 給社會交代
pet_376, 3358, 棄養, 被告
pet_376, 3356, 愛睏, 打哈欠
pet_376, 3356, 愛睏, 找床躺
pet_376, 3356, 愛睏, 看電視
pet_376, 3386, 流汗, 運動
pet_376, 3386, 流汗, 新陳代謝
pet_376, 3386, 流汗, 喝水
pet_376, 3386, 流汗, 身體好
pet_376, 3386, 流汗, 天氣熱
pet_376, 3358, 被二一, 退學
pet_376, 3358, 被二一, 被趕出家門
pet_5361, 3389, 大便, 拉肚子
pet_376, 3355, 心情不好, 變胖
pet_376, 3355, 壓力太大, 變胖
pet_376, 3355, 出國念書, 變胖
pet_376, 3355, 生活太安逸, 變胖
pet_376, 3386, 去馬祖, 看馬祖
pet_376, 3386, 去馬祖, 去金門
pet_376, 3355, 懷孕, 水腫
pet_376, 3355, 受傷, 水腫
pet_376, 3355, 生病, 水腫
pet_753, 3356, 劇烈反應, 爆炸
pet_787, 3355, 熬夜, 長痘痘
pet_787, 3355, 吃油炸食物, 長痘痘
pet_685, 3353, 生病, 洗熱水澡
pet_685, 3353, 生病, 哭泣
pet_685, 3357, 離島, 商機
pet_685, 3357, 離島, 遊客
pet_685, 3357, 離島, 寧靜
pet_685, 3357, 離島, 偏遠
pet_692, 3353, 疲倦, 洗臉
pet_692, 3353, 疲倦, 懸樑刺股
pet_692, 3353, 疲倦, 聽音樂
pet_751, 3385, 去馬祖, 想散心
pet_751, 3385, 去馬祖, 想去觀光
pet_751, 3385, 去馬祖, 去當兵
pet_751, 3387, 努力向上, 美夢成真
pet_751, 3387, 勇往直前, 美夢成真
pet_751, 3387, 執著, 美夢成真
pet_751, 3387, 認真, 美夢成真
pet_751, 3387, 做好人際關係, 美夢成真
pet_435, 3392, 教授, 壞名聲
pet_435, 3392, 教授, 背信忘義學生
pet_435, 3392, 教授, 差評等
pet_435, 3392, 教授, 心臟病
pet_245, 3387, 多唸書, 自信心
pet_245, 3387, 認識自己, 自信心
pet_245, 3387, 有自知之明, 自信心
pet_245, 3387, 多思考, 自信心
pet_245, 3387, 有想法, 自信心
pet_6164, 3386, 生氣, 發洩
pet_15677, 3380, 球棒, 打球
pet_381, 3357, 女人, 災難
pet_12387, 3357, 女人, 小孩
pet_8850, 3357, 女人, 幸福
pet_2958, 3357, 女人, 幸福
pet_9718, 3357, 女人, 快樂
pet_381, 3357, 女人, 擁抱
pet_7261, 3380, 電腦, 打報告
pet_6678, 3380, 電腦, 打報告
pet_789, 3412, 沒錢, 想死
pet_789, 3412, 沒錢, 肚子餓
pet_789, 3412, 沒錢, 找錢
pet_789, 3412, 沒錢, 跟朋友借錢
pet_14983, 3357, 吃飯, 滿足
pet_12138, 3357, 吃飯, 滿足
pet_790, 3415, 生氣的時候, 不開心
pet_790, 3415, 生氣的時候, 傷心
pet_790, 3415, 生氣的時候, 憤怒
pet_790, 3415, 生氣的時候, 黑特
pet_790, 3415, 生氣的時候, 發文
pet_737, 3366, 衣服, 麻紗
pet_737, 3366, 衣服, 皮草
pet_750, 3387, 開心, 美好的生活
pet_750, 3387, 積極, 美好的生活
pet_750, 3387, 樂觀, 美好的生活
pet_750, 3387, 努力, 美好的生活
pet_750, 3387, 關心大家, 美好的生活
pet_13101, 3358, 颱風, 停電
pet_777, 3358, 颱風, 樹倒
pet_777, 3358, 颱風, 菜價上漲
pet_13673, 3358, 颱風, 土石流
pet_633, 3387, 謹慎, 知心的朋友
pet_633, 3387, 認真, 知心的朋友
pet_633, 3387, 和氣, 知心的朋友
pet_633, 3387, 禮讓, 知心的朋友
pet_633, 3387, 義氣, 知心的朋友
pet_792, 3357, 水, 雨
pet_792, 3357, 水, 澆花
pet_792, 3357, 水, 洗澡
pet_792, 3357, 水, 喝
pet_793, 3392, 麥當勞叔叔, 麥當勞
pet_795, 3391, 同學, 出去玩
pet_777, 3415, 逛街, 亂晃
pet_796, 3391, 王永慶, 賺大錢
pet_356, 3391, 我, 賺大錢
pet_356, 3391, 我, 賺大錢
pet_796, 3391, 醫生, 賺大錢
pet_796, 3391, 物治理療師, 賺大錢
pet_14165, 3358, 感冒, 流鼻水
pet_248, 3358, 感冒, 流鼻水
pet_796, 3358, 感冒, 扁桃腺腫脹
pet_7508, 3358, 感冒, 發燒
pet_13675, 3358, 感冒, 發燒
pet_796, 3358, 感冒, 疲累
pet_796, 3386, 保養, 健康
pet_1705, 3358, 感冒, 肺炎
pet_610, 3386, 殺價, 面子
pet_610, 3386, 殺價, 權益
pet_610, 3386, 殺價, 開心
pet_282, 3386, 剪頭髮, 發洩
pet_282, 3386, 剪頭髮, 美觀
pet_556, 3415, 上班, 摸魚
pet_15669, 3380, 球棒, 打人
pet_723, 3399, 囧男孩, 好笑
pet_723, 3399, 囧男孩, 可愛
pet_723, 3399, 囧男孩, 溫馨
pet_723, 3399, 囧男孩, 幸福
pet_97, 3399, 惡靈古堡, 好看
pet_799, 3412, 洗澡, 戴浴帽
pet_800, 3360, 飆車, 戴安全帽
pet_737, 3360, 蹺課, 串通好
pet_737, 3360, 蹺課, 走出教室
pet_767, 3415, 生日, 聊天
pet_802, 3386, 寫信, 思念
pet_8581, 3386, 睡覺, 補充體力
pet_15310, 3386, 睡覺, 補充體力
pet_3362, 3386, 看書, 增加知識
pet_703, 3415, 想哭時, 直接大哭
pet_703, 3370, 手機, 可攜式電話
pet_325, 3370, 筆記本, 紙
pet_12557, 3356, 沒事做, 無聊
pet_15677, 3353, 天氣熱, 打赤膊
pet_601, 3389, 用湯匙, 喝湯
pet_601, 3389, 享受, 喝湯
pet_601, 3389, 小心燙, 喝湯
pet_804, 3370, 眼鏡, 物品
pet_396, 3370, 時鐘, 物品
pet_396, 3370, 時鐘, 裝飾品
pet_396, 3370, 化妝品, 奢侈品
pet_396, 3370, 化妝品, 心靈糧食
pet_805, 3389, 加醬, 吃沙拉
pet_805, 3389, 挑菜, 吃沙拉
pet_805, 3389, 配湯, 吃沙拉
pet_400, 3383, 伍佰, 寫歌
pet_12956, 3389, 配菜, 吃飯
pet_807, 3389, 看正妹, 吃飯
pet_380, 3354, 失去, 心碎
pet_380, 3354, 被騙, 心碎
pet_807, 3354, 考差, 生氣
pet_807, 3354, 姊姊, 生氣
pet_807, 3354, 小流氓, 生氣
pet_807, 3354, 小混混, 生氣
pet_808, 3354, 扭扭捏捏, 害羞
pet_808, 3354, 抽麻, 興奮
pet_772, 3391, 空姐, 錢
pet_772, 3391, 空姐, 睡覺
pet_703, 3353, 在游泳池畔, 玩水
pet_703, 3391, 海綿寶寶, 吃飯跟遊戲
pet_2695, 3378, 毛, 小雞
pet_810, 3383, 朋友, 幫忙
pet_811, 3356, 肚子餓, 傷心
pet_777, 3383, 郵差, 送包裹快遞
pet_400, 3383, 周華健, 寫歌
pet_15665, 3353, 無聊, 睡覺
pet_15286, 3353, 無聊, 睡覺
pet_814, 3354, 手足無措, 很緊張
