pet_16021, 3380, 枕頭, 睡覺
pet_14987, 3370, 年紀, 年份
pet_15785, 3357, 房地產, 財富
pet_16058, 3389, 發洩, 心情不好
pet_16021, 3355, 上床, 睡覺
pet_6143, 3355, 上床, 睡覺
pet_15810, 3404, 要起床, 鬧鐘響
pet_4998, 3404, 要起床, 鬧鐘響
pet_16021, 3367, 醣類, 葡萄糖
pet_6242, 3367, 醣類, 葡萄糖
pet_16021, 3387, 相親, 男朋友
pet_12134, 3393, 媽媽, 壞人
pet_6086, 3393, 媽媽, 壞人
pet_15881, 3384, 冰箱, 壞
pet_6523, 3384, 冰箱, 壞
pet_15234, 3380, 湯碗, 喝湯
pet_5532, 3380, 湯碗, 喝湯
pet_14282, 3383, 老公, 買東西
pet_4155, 3383, 老公, 買東西
pet_15851, 3354, 正妹, 開心
pet_9257, 3354, 正妹, 開心
pet_16134, 3354, 小說, 開心
pet_6429, 3354, 小說, 開心
pet_15829, 3391, 熊熊, 吃飯
pet_14282, 3395, 立委, 麻煩
pet_14282, 3395, 立委, 麻煩
pet_14987, 3391, 學生, 吃飯
pet_16138, 3389, 買飯, 餓
pet_8784, 3389, 買飯, 餓
pet_15669, 3389, 發瘋, 生氣
pet_229, 3389, 發瘋, 生氣
pet_15922, 3385, 吃飯, 運動
pet_6772, 3385, 吃飯, 運動
pet_16069, 3389, 吃東西, 累
pet_14282, 3395, 立委, 熬夜
pet_14282, 3395, 立委, 熬夜
pet_7110, 3409, 戀愛, 快樂
pet_16033, 3354, 讀書, 上進
pet_6844, 3354, 讀書, 上進
pet_15881, 3378, 歐巴馬, 美國
pet_6842, 3378, 歐巴馬, 美國
pet_16021, 3377, 黑人, 美國總統
pet_15893, 3415, 世界末日, 禱告
pet_6710, 3415, 世界末日, 禱告
pet_15677, 3384, 周星馳, 搞笑
pet_6325, 3384, 周星馳, 搞笑
pet_15843, 3391, 放屁, 拉屎
pet_6143, 3391, 放屁, 拉屎
pet_15881, 3353, 肚子餓, 減肥
pet_7019, 3353, 肚子餓, 減肥
pet_9910, 3354, 比賽, 興奮
pet_6916, 3354, 比賽, 興奮
pet_15669, 3378, 主機, 網咖
pet_14397, 3378, 主機, 網咖
pet_16041, 3380, 腰, 跳舞
pet_16021, 3386, 睡覺, 走更長遠
pet_7084, 3386, 睡覺, 走更長遠
pet_16126, 3392, 公務員, 減薪
pet_6325, 3392, 公務員, 減薪
pet_16084, 3399, 奶茶, 喝
pet_6695, 3399, 奶茶, 喝
pet_15670, 3386, 玩樂, 娛樂
pet_15739, 3378, 蛋糕, 冰箱裡
pet_15739, 3378, 雞蛋, 冰箱裡
pet_15893, 3384, 手機, 傳訊
pet_11726, 3384, 手機, 傳訊
pet_16029, 3367, 小雞, 細胞
pet_6639, 3367, 小雞, 細胞
pet_15881, 3384, 皮卡丘, 放電
pet_16029, 3366, 錢包, 鱷魚皮
pet_7313, 3366, 錢包, 鱷魚皮
pet_15881, 3385, 開心, 看電影
pet_7425, 3385, 開心, 看電影
pet_15881, 3385, 開心, 約會
pet_7328, 3385, 開心, 約會
pet_15810, 3373, 灰塵, 地毯
pet_7500, 3373, 灰塵, 地毯
pet_15891, 3384, 寶寶, 鬧
pet_15891, 3384, 寶寶, 跑
pet_2695, 3392, 沒有人, 快樂
pet_6556, 3392, 沒有人, 快樂
pet_16033, 3386, 慶生, 開心
pet_6664, 3386, 慶生, 開心
pet_16109, 3360, 洗澡, 塗肥皂
pet_6888, 3360, 洗澡, 塗肥皂
pet_15881, 3367, 葡萄糖, 糖
pet_15785, 3357, 樂透, 大災難
pet_15785, 3357, 樂透, 大災難
pet_15872, 3385, 睡著, 無聊
pet_7596, 3385, 睡著, 無聊
pet_14282, 3395, 立委, 暴民
pet_14282, 3395, 立委, 暴民
pet_15785, 3412, 肚子痛, 面色凝重
pet_15785, 3412, 肚子痛, 面色凝重
pet_15829, 3370, 打老婆, 家暴
pet_15829, 3370, 打老婆, 家暴
pet_15829, 3370, 打小孩, 家暴
pet_15829, 3370, 打小孩, 家暴
pet_15829, 3353, 討厭, 打人
pet_16033, 3353, 討厭, 打人
pet_15829, 3412, 失戀, 絕望
pet_15829, 3412, 失戀, 絕望
pet_15872, 3377, 廁所, 宿舍
pet_7313, 3377, 廁所, 宿舍
pet_15926, 3355, 門鈴響, 開門
pet_7697, 3355, 門鈴響, 開門
pet_16021, 3358, 壓力, 頭痛
pet_15872, 3377, 房間, 宿舍
pet_7725, 3377, 房間, 宿舍
pet_16147, 3380, 銀行, 缺錢
pet_16029, 3415, 學校, 認真
pet_6982, 3415, 學校, 認真
pet_15810, 3389, 休息, 看書
pet_15872, 3377, 書本, 房間
pet_6982, 3377, 書本, 房間
pet_15722, 3380, 洗手間, 大便
pet_15773, 3380, 洗手間, 大便
pet_15985, 3386, 讀書, 金錢
pet_386, 3354, 走路, 路人
pet_386, 3354, 走路, 路人
pet_15840, 3383, 上班, 賺錢
pet_15851, 3354, 正妹, 喜歡
pet_11874, 3399, 吵架, 不好
pet_15810, 3373, 馬路, 汽車
pet_15881, 3390, 兔子, 草
pet_16042, 3412, 無聊, 跑步
pet_15785, 3357, 樂透, 巨額財富
pet_15785, 3357, 樂透, 巨額財富
pet_16171, 3389, 休息, 晚上
pet_7873, 3386, 起床, 工作
pet_15881, 3385, 開心, 吃美食
pet_16010, 3370, 日本, 國家
pet_15841, 3383, 肚子痛, 大便
pet_15696, 3386, 洗澡, 消除疲勞
pet_14982, 3366, 有機, 蔬菜
pet_14982, 3366, 有機, 蔬菜
pet_15957, 3358, 抽煙, 不健康
pet_15881, 3390, 小弟弟, 媽媽
pet_16126, 3393, 情侶, 沒錢
pet_15872, 3392, 有錢人, 沒錢
pet_15881, 3385, 開心, 放假
pet_15773, 3385, 哭, 被出賣
pet_15773, 3385, 哭, 被出賣
pet_14658, 3383, 學生, 寫功課
pet_12121, 3383, 學生, 寫功課
pet_16104, 3355, 肥胖, 運動
pet_16104, 3355, 肥胖, 運動
pet_15662, 3393, 老虎, 獅子
pet_8317, 3389, 打電腦, 很無聊
pet_15773, 3388, 闔眼, 睡覺
pet_16010, 3395, 阿扁, 坐牢
pet_11857, 3395, 阿扁, 坐牢
pet_14987, 3353, 跑步, 奔跑
pet_14987, 3353, 跑步, 奔跑
pet_16041, 3380, 雙腳, 跳舞
pet_11874, 3380, 雙腳, 跳舞
pet_14282, 3392, 父母, 生病
pet_8468, 3392, 父母, 生病
pet_15926, 3354, 憤怒, 想砍人
pet_8317, 3354, 憤怒, 想砍人
pet_6856, 3353, 孤單, 逛街
pet_8317, 3353, 孤單, 逛街
pet_15722, 3404, 國球, 棒球
pet_8083, 3404, 國球, 棒球
pet_15992, 3388, 抱抱, 大哭
pet_1405, 3388, 抱抱, 大哭
pet_15891, 3380, 粉筆, 畫畫
pet_11971, 3412, 飢餓, 吃飯
pet_15992, 3388, 看書, 放輕鬆
pet_15893, 3353, 天冷, 穿外套
pet_8152, 3353, 天冷, 穿外套
pet_15957, 3415, 聖誕節, 在家休息
pet_12203, 3415, 聖誕節, 在家休息
pet_15773, 3388, 做菜, 吃飯
pet_7973, 3388, 做菜, 吃飯
pet_386, 3388, 打電話, 人
pet_11426, 3388, 打電話, 人
pet_15785, 3388, 找簡餐店, 吃飯
pet_15785, 3388, 找簡餐店, 吃飯
pet_15851, 3415, 肚子餓時, 生氣
pet_15785, 3388, 找便當店, 吃飯
pet_15785, 3388, 找便當店, 吃飯
pet_15872, 3404, 該睡了, 夜晚
pet_15872, 3404, 該睡了, 夜晚
pet_386, 3354, 散步, 路人
pet_386, 3354, 散步, 路人
pet_15681, 3354, 壞掉的食物, 拉肚子
pet_211, 3354, 壞掉的食物, 拉肚子
pet_15670, 3366, 糖果, 蔗糖
pet_864, 3391, 員工, 賺錢
pet_11587, 3389, 大便, 便秘
pet_15785, 3365, 黃雅婷, 人
pet_15754, 3365, 黃雅婷, 人
pet_15785, 3369, 洋酒, 可釀造的水果
pet_15785, 3369, 洋酒, 可釀造的穀物
pet_15681, 3383, 魯夫, 吃肉
pet_12119, 3383, 魯夫, 吃肉
pet_15785, 3369, 洋酒, 水果
pet_15785, 3369, 洋酒, 酒
pet_14282, 3353, 元宵節, 放煙火
pet_15785, 3357, 彩券, 錢
pet_10346, 3357, 彩券, 錢
pet_15739, 3378, 作業簿, 書包裡
pet_15739, 3378, 作業簿, 書包裡
pet_15739, 3378, 課本, 書包裡
pet_15739, 3378, 課本, 書包裡
pet_15739, 3378, 鉛筆盒, 書包裡
pet_15739, 3378, 鉛筆盒, 書包裡
pet_15670, 3391, 玩, 有爽感
pet_15670, 3391, 玩, 有爽感
pet_15957, 3387, 問問題, 好成績
pet_15901, 3386, 活著, 體驗人生
pet_16021, 3387, 看醫生, 小孩
pet_15957, 3415, 聖誕節, 去約會
pet_15962, 3353, 肚子痛, 蹲馬桶
pet_16069, 3383, 人類, 玩電腦
pet_15974, 3353, 要洗澡, 脫衣服
pet_8514, 3387, 打球, 肌肉
pet_15708, 3380, 朋友, 寂寞
pet_15708, 3380, 家人, 寂寞
pet_14282, 3353, 週年, 放煙火
pet_14282, 3353, 週年, 放煙火
pet_15840, 3366, 交響樂團, 小喇叭
pet_15840, 3366, 交響樂團, 小喇叭
pet_14987, 3412, 發生地震, 跳
pet_14987, 3412, 發生地震, 跳
pet_16076, 3388, 找遊戲, 玩遊戲
pet_15773, 3360, 看書, 打開書本
pet_16021, 3386, 喝飲料, 口渴
pet_16021, 3386, 喝飲料, 口渴
pet_15872, 3383, 貓, 散步
pet_15662, 3412, 被扁, 揍回去
pet_15662, 3412, 被扁, 揍回去
pet_15881, 3385, 開心, 考一百分
pet_15669, 3360, 打掃, 拿抹布
pet_15840, 3378, 微波爐, 廚房
pet_15785, 3377, 高級轎車, 上流社會
pet_15785, 3377, 高級轎車, 上流社會
pet_15662, 3389, 吃冰豆花, 熱
pet_15785, 3377, 許純美, 上流社會
pet_4619, 3378, 飯, 便當裡
pet_15785, 3369, 肝硬化, 做傷肝的事
pet_15669, 3355, 飆車, 車禍
pet_14568, 3386, 讀書, 找好工作
pet_15670, 3366, 糖果, 果糖
pet_15898, 3354, 無聊, 放屁
pet_386, 3354, 演戲, 路人
pet_386, 3354, 演戲, 路人
pet_15898, 3353, 生病, 躺下
pet_9492, 3353, 生病, 躺下
pet_14282, 3353, 跨年, 放煙火
pet_15810, 3391, 阿宅, 看漫畫
pet_16019, 3358, 下雨, 風濕痛
pet_16019, 3358, 天氣冷, 風濕痛
pet_14987, 3370, 成績, 成就
pet_9621, 3370, 成績, 成就
pet_15829, 3391, 當老闆, 賺錢
pet_15645, 3391, 當老闆, 賺錢
pet_864, 3415, 發薪日, 購物
pet_864, 3415, 發薪日, 購物
pet_16033, 3387, 看房子, 房子
pet_9578, 3387, 看房子, 房子
pet_15764, 3355, 海水倒灌, 水災
pet_15856, 3355, 海嘯, 水災
pet_15974, 3393, 動物, 老虎
pet_10891, 3393, 動物, 老虎
pet_15662, 3357, 淹水, 災難
pet_10957, 3357, 淹水, 災難
pet_14282, 3353, 歐趴, 放煙火
pet_14282, 3353, 歐趴, 放煙火
pet_16033, 3380, 髮夾, 洗澡
pet_9357, 3389, 上廁所, 起床後
pet_15893, 3354, 跳舞, 流汗
pet_10959, 3354, 跳舞, 流汗
pet_14282, 3353, 生日, 放煙火
pet_14282, 3353, 生日, 放煙火
pet_11453, 3385, 看電視, 寂寞
pet_15932, 3380, 選票, 選舉
pet_15810, 3380, 選票, 選舉
pet_15810, 3386, 跳舞, 瘦身
pet_15898, 3367, 路人, 人
pet_15898, 3367, 路人, 人
pet_15773, 3360, 泡茶, 準備熱水
pet_15851, 3399, 愛情, 盲目的
pet_9488, 3399, 愛情, 盲目的
pet_15926, 3391, 阿宅, 女朋友
pet_15950, 3353, 睡不飽, 睡覺
pet_8758, 3353, 睡不飽, 睡覺
pet_15840, 3360, 喝湯, 禱告
pet_15840, 3360, 喝湯, 禱告
pet_864, 3415, 發薪日, 買衣服
pet_864, 3415, 發薪日, 買衣服
pet_15764, 3384, 小狗, 玩耍
pet_10948, 3384, 小狗, 玩耍
pet_15662, 3355, 被當掉, 重修
pet_9585, 3355, 被當掉, 重修
pet_15662, 3355, 被當掉, 重考
pet_9905, 3355, 被當掉, 重考
pet_15670, 3387, 做筆記, 好成績
pet_14805, 3387, 做筆記, 好成績
pet_15669, 3389, 放屁, 吃飽
pet_15881, 3383, 長頸鹿, 喝水
pet_9650, 3383, 長頸鹿, 喝水
pet_15785, 3369, 肝硬化, 肝不好
pet_15785, 3369, 肝硬化, 肝不好
pet_15785, 3354, 蠢蛋, 生氣
pet_15810, 3391, 阿宅, 瑤
pet_15785, 3412, 肚子痛, 座位
pet_15785, 3412, 肚子痛, 座位
pet_15785, 3391, 教授, 指導學生
pet_15785, 3391, 教授, 指導學生
pet_15785, 3412, 肚子痛, 坐在馬桶上
pet_15981, 3389, 躲起來, 傷心
pet_10197, 3389, 躲起來, 傷心
pet_16021, 3387, 相親, 女朋友
pet_9578, 3387, 相親, 女朋友
pet_14282, 3415, 想睡覺時, 去睡覺
pet_14282, 3415, 想睡覺時, 去睡覺
pet_15898, 3367, 路人, 很多人
pet_15898, 3367, 路人, 很多人
pet_15872, 3404, 一天要結束了, 夜晚
pet_16021, 3366, 餅乾, 燕麥
pet_15722, 3366, 電腦, 塑鋼
pet_16019, 3358, 潮濕, 風濕痛
pet_16019, 3358, 潮濕, 風濕痛
pet_15872, 3353, 鬱悶, 喝酒
pet_7501, 3353, 鬱悶, 喝酒
pet_15722, 3378, 歷史文物, 博物館
pet_16029, 3415, 學校, 交友
pet_14658, 3383, 大人, 賺錢
pet_10238, 3409, 烏雲, 要下雨了
pet_10084, 3409, 閃電, 要下雨了
pet_15943, 3370, 公寓, 房子
pet_12339, 3385, 害怕, 擔心
pet_16140, 3353, 累了, 洗澡
pet_10239, 3353, 累了, 洗澡
pet_864, 3415, 發薪日, 花錢
pet_4836, 3415, 發薪日, 花錢
pet_15785, 3391, 教授, 當掉學生
pet_15785, 3391, 教授, 當掉學生
pet_15829, 3412, 考不好, 傷心
pet_16021, 3395, 路人, 紅燈
pet_15985, 3354, 唸書, 心煩
pet_9929, 3354, 唸書, 心煩
pet_16109, 3366, 屋子, 木材
pet_15645, 3387, 早睡早起, 聰明的頭腦
pet_15810, 3393, ptt新鮮人, 鄉民
pet_15810, 3393, ptt新鮮人, 鄉民
pet_16038, 3353, 大便, 唱歌
pet_3624, 3353, 大便, 唱歌
pet_15810, 3353, 看電視, 跳舞
pet_10311, 3353, 看電視, 跳舞
pet_15785, 3380, 書籤, 看書
pet_13815, 3380, 書籤, 看書
pet_4663, 3384, 麻雀, 叫
pet_10753, 3384, 麻雀, 叫
pet_15810, 3393, 潛水的人, 鄉民
pet_15810, 3393, 潛水的人, 鄉民
pet_15762, 3354, 疲累, 睡著
pet_11559, 3354, 疲累, 睡著
pet_14658, 3383, 學生, 交朋友
pet_7895, 3383, 學生, 交朋友
pet_3362, 3377, 氣象圖, 氣象局
pet_3362, 3377, 氣象圖, 氣象局
pet_15662, 3393, 烏龜, 大象
pet_10523, 3393, 烏龜, 大象
pet_15700, 3412, 上課, 做筆記
pet_9837, 3356, 吹風, 生病
pet_10811, 3356, 吹風, 生病
pet_15881, 3391, 美女, 看電影
pet_16029, 3357, 祈福, 好運
pet_16033, 3356, 高, 帥
pet_16033, 3354, 讀書, 有智慧
pet_14568, 3395, 學生, 被死當
pet_15696, 3371, 飲料, 冰箱
pet_15872, 3356, 時間到了, 肚子餓
pet_10746, 3356, 時間到了, 肚子餓
pet_15922, 3378, 牛奶, 牧場
pet_16094, 3392, 美女, 吃飯
pet_5863, 3392, 美女, 吃飯
pet_15670, 3367, 學校, 主任
pet_10829, 3367, 學校, 主任
pet_16083, 3384, 小雞, 走來走去
pet_16088, 3385, 口渴, 跑步
pet_15980, 3389, 找人陪, 悲傷
pet_15196, 3378, 玉山, 臺灣
pet_15841, 3392, 老師, 被辭職
pet_4155, 3392, 老師, 被辭職
pet_15810, 3353, 跑步, 肚子餓
pet_11018, 3353, 跑步, 肚子餓
pet_15810, 3404, 權威, 老師
pet_15810, 3404, 責任, 老師
pet_15893, 3393, 女人, 胖
pet_15722, 3412, 生氣, 發脾氣
pet_15762, 3370, 巧克力, 零食
pet_15722, 3393, 山羊, 老虎
pet_16033, 3373, 柏油路, 腳
pet_10922, 3373, 柏油路, 腳
pet_15773, 3404, 悲傷, 流淚
pet_15841, 3392, 老師, 當人
pet_10742, 3392, 老師, 當人
pet_15898, 3371, 飲料, 冰箱裡
pet_16021, 3386, 喝飲料, 變胖
pet_10937, 3399, 唸書, 快樂
pet_16069, 3383, 人類, 上課
pet_15851, 3355, 下雨, 淋濕
pet_16043, 3375, 土星, 地球
pet_15172, 3412, 上廁所, 沖水
pet_12046, 3412, 上廁所, 沖水
pet_15687, 3392, 學生, 學測
pet_12495, 3392, 學生, 學測
pet_15662, 3366, 球棒, 木材
pet_11914, 3366, 球棒, 木材
pet_16044, 3388, 買機票, 出國
pet_10197, 3388, 買機票, 出國
pet_16019, 3353, 吃東西, 睡覺
pet_12459, 3353, 吃東西, 睡覺
pet_6618, 3399, 貓, 可愛
pet_15851, 3355, 下雨, 積水
pet_12768, 3355, 下雨, 積水
pet_16033, 3389, 贏, 猜拳
pet_16104, 3391, 總統, 休息
pet_12793, 3391, 總統, 休息
pet_15837, 3391, 阿扁, 逃到國外
pet_15837, 3415, 圖書館, 做作業
pet_12322, 3387, 認真, 歐趴
pet_15851, 3360, 睡覺, 放輕鬆
pet_12610, 3360, 睡覺, 放輕鬆
pet_15941, 3391, 小寶寶, 睡覺
pet_15941, 3391, 小寶寶, 睡覺
pet_15840, 3377, 電視, 教室
pet_15840, 3377, 電視, 教室
pet_16139, 3404, 有人找你, 有人按門鈴
pet_15962, 3395, 家人, 裁員
pet_15764, 3366, 便當, 雞腿
pet_12597, 3366, 便當, 雞腿
pet_16021, 3386, 喝飲料, 解熱
pet_3362, 3358, 失眠, 沒精神
pet_15962, 3353, 肚子痛, 大號
pet_14987, 3353, 跑步, 喝飲料
pet_12295, 3353, 跑步, 喝飲料
pet_15872, 3412, 失戀, 唱歌
pet_3298, 3393, 姊姊, 老鼠
pet_16072, 3370, 頭髮, 造型
pet_3910, 3370, 頭髮, 造型
pet_15851, 3353, 生病, 生氣
pet_12421, 3353, 生病, 生氣
pet_15722, 3385, 肚子餓, 剛運動完
pet_12118, 3385, 肚子餓, 剛運動完
pet_5870, 3384, 檢察官, 辦案
pet_15810, 3354, 看電影, 大哭
pet_2747, 3354, 看電影, 大哭
pet_12905, 3409, 陰天, 要下雨了
pet_15837, 3353, 胖, 運動
pet_12756, 3353, 胖, 運動
pet_15898, 3370, 電腦, 家具
pet_12187, 3370, 電腦, 家具
pet_15946, 3356, 吃太多, 很飽
pet_16114, 3415, 新年, 出去玩
pet_15773, 3384, 醫生, 驗傷
pet_15773, 3384, 醫生, 驗傷
pet_15851, 3353, 頭痛, 生氣
pet_15696, 3371, 錢, 紅包
pet_15696, 3371, 錢, 紅包
pet_15722, 3384, 眼睛, 轉動
pet_15974, 3358, 失業, 沒錢
pet_8581, 3358, 失業, 沒錢
pet_14568, 3395, 學生, 記過
pet_16033, 3360, 吃飯, 吞嚥
pet_12397, 3360, 吃飯, 吞嚥
pet_15950, 3389, 打球, 高興
pet_14548, 3378, 雜誌, 租書店
pet_13234, 3378, 雜誌, 租書店
pet_14548, 3378, 小說, 租書店
pet_13234, 3378, 小說, 租書店
pet_15914, 3393, 老公, 岳父
pet_12552, 3393, 老公, 岳父
pet_15914, 3393, 老公, 岳母
pet_15843, 3387, 相親, 老婆
pet_15974, 3391, 帥哥, 錢
pet_12062, 3391, 帥哥, 錢
pet_15974, 3391, 帥哥, 房子
pet_12062, 3391, 帥哥, 房子
pet_15690, 3404, 有人來了, 門鈴響
pet_9676, 3404, 有人來了, 門鈴響
pet_15773, 3388, 花錢, 吃飯
pet_5264, 3388, 花錢, 吃飯
pet_15872, 3353, 開心, 喝酒
pet_16010, 3356, 愛情, 幸福
pet_12849, 3356, 愛情, 幸福
pet_15843, 3373, 輪框, 汽車
pet_13128, 3373, 輪框, 汽車
pet_15843, 3373, 螺絲, 汽車
pet_15662, 3355, 天氣熱, 喝飲料
pet_14568, 3404, 好天氣, 出太陽
pet_15843, 3385, 失戀, 被劈腿
pet_12375, 3385, 失戀, 被劈腿
pet_5870, 3386, 工作, 打發時間
pet_15843, 3386, 工作, 打發時間
pet_15946, 3391, 人類, 愛情
pet_12381, 3386, 活著, 夢想
pet_15840, 3404, 冷, 發抖
pet_9829, 3369, 麵粉, 小麥
pet_15662, 3385, 想睡, 熬夜
pet_8758, 3385, 想睡, 熬夜
pet_16069, 3385, 飽, 吃太多
pet_8758, 3385, 飽, 吃太多
pet_16074, 3360, 刷牙, 拿出牙刷
pet_16058, 3391, 學生, 玩耍
pet_16033, 3353, 吃飯, 花錢
pet_16033, 3356, 想睡覺, 打呵欠
pet_15661, 3391, 單身男, 女朋友
pet_12354, 3391, 單身男, 女朋友
pet_15965, 3370, 豬, 生物
pet_11579, 3370, 豬, 生物
pet_16041, 3380, 雙手, 跳舞
pet_15840, 3356, 賺錢, 高興
pet_2747, 3356, 賺錢, 高興
pet_15762, 3377, 草, 公園
pet_15840, 3360, 喝湯, 吃飯
pet_15840, 3383, 老婆, 買菜
pet_13247, 3383, 老婆, 買菜
pet_15753, 3358, 飆車, 悲劇
pet_15893, 3393, 女人, 老
pet_12756, 3393, 女人, 老
pet_15696, 3371, 錢, 書包
pet_15662, 3409, 白色, 天空
pet_13156, 3409, 白色, 天空
pet_11801, 3378, 飲料, 大賣場
pet_15840, 3415, 社團, 翹課
pet_15840, 3415, 社團, 翹課
pet_15840, 3415, 社團, 去聯誼
pet_15840, 3415, 社團, 去聯誼
pet_15829, 3384, 手機, 講電話
pet_15669, 3389, 休息, 吃飽
pet_11225, 3389, 休息, 吃飽
pet_15837, 3415, 國慶日, 拿國旗
pet_15840, 3360, 喝湯, 加胡椒粉
pet_15840, 3360, 喝湯, 加胡椒粉
pet_13247, 3391, 老師, 有工作
pet_6856, 3353, 孤單, 交女朋友
pet_13834, 3353, 孤單, 交女朋友
pet_16109, 3409, 愛情, 快樂
pet_12566, 3389, 上廁所, 喝水
pet_12225, 3389, 上廁所, 喝水
pet_15677, 3354, 睡覺, 養精蓄銳
pet_13815, 3354, 睡覺, 養精蓄銳
pet_6856, 3391, 小雞, 溫暖
pet_15872, 3392, 學生, 沒錢
pet_864, 3391, 員工, 福利
pet_15669, 3360, 洗澡, 放熱水澡
pet_15696, 3386, 聊天, 了解彼此
pet_15810, 3395, 學生, 背書
pet_12939, 3395, 學生, 背書
pet_16021, 3412, 讀書, 想睡
pet_16033, 3387, 努力上進, 錢
pet_15840, 3415, 社團, 當團長
pet_15773, 3404, 難過, 流淚
pet_8690, 3404, 難過, 流淚
pet_4663, 3384, 鴿子, 叫
pet_12939, 3384, 鴿子, 叫
pet_16021, 3387, 先娶老婆, 小孩
pet_5949, 3387, 先娶老婆, 小孩
pet_14568, 3395, 學生, 死當
pet_13972, 3395, 學生, 死當
pet_16147, 3366, 房屋, 磚頭
pet_15669, 3399, 蘋果, 水果
pet_15851, 3354, 正妹, 心情好
pet_16069, 3390, 貓, 吃東西
pet_15810, 3390, 貓, 吃東西
pet_15705, 3384, 貓, 舔自己
pet_13772, 3384, 貓, 舔自己
pet_16029, 3357, 祝福, 好運
pet_16109, 3392, 學生, 壞老師
pet_15172, 3380, 火種, 烤肉
pet_16033, 3387, 買房子, 房子
pet_15843, 3391, 缺錢, 工作
pet_13934, 3391, 缺錢, 工作
pet_16033, 3370, 甘蔗, 水果
pet_14282, 3370, 甘蔗, 水果
pet_16076, 3415, 國慶日, 吃飯
pet_13670, 3415, 國慶日, 吃飯
pet_16076, 3415, 國慶日, 喝水
pet_15645, 3373, 珊瑚, 海洋
pet_16069, 3390, 狗, 吃東西
pet_15810, 3390, 狗, 吃東西
pet_16021, 3415, 端午節, 立雞蛋
pet_5227, 3415, 端午節, 立雞蛋
pet_15172, 3380, 夾子, 烤肉
pet_15837, 3384, 老虎, 跳
pet_15662, 3384, 冬天, 很冷
pet_12947, 3384, 冬天, 很冷
pet_16021, 3387, 刷牙, 健康的牙齒
pet_15681, 3385, 被警察抓, 犯罪
pet_15722, 3393, 雞, 獅子
pet_16021, 3367, 人, 血肉
pet_14394, 3367, 人, 血肉
pet_15810, 3404, 典範, 老師
pet_193, 3404, 典範, 老師
pet_15872, 3412, 上PTT, 玩五子棋
pet_14476, 3412, 上PTT, 玩五子棋
pet_16033, 3383, 兒童, 睡覺
pet_14562, 3383, 兒童, 睡覺
pet_15851, 3378, 椅子, 火車站
pet_14882, 3378, 椅子, 火車站
pet_15773, 3392, 男生, 被出賣
pet_15773, 3392, 男生, 被出賣
pet_16025, 3412, 看電視, 很認真
pet_15230, 3412, 看電視, 很認真
pet_15881, 3367, 人, 靈魂
pet_14938, 3367, 人, 靈魂
pet_16010, 3370, 英國, 國家
pet_14478, 3370, 英國, 國家
pet_16010, 3370, 美國, 國家
pet_14478, 3370, 美國, 國家
pet_15957, 3415, 聖誕節, 出去玩
pet_15027, 3415, 聖誕節, 出去玩
pet_15957, 3356, 快樂, 健康
pet_14506, 3356, 快樂, 健康
pet_16021, 3388, 聽歌, 放鬆
pet_15205, 3388, 聽歌, 放鬆
pet_15872, 3353, 窮, 賺錢
pet_15145, 3353, 窮, 賺錢
pet_16104, 3360, 吃飯, 坐下來
pet_15841, 3370, 刀子, 武器
pet_14949, 3370, 刀子, 武器
pet_10698, 3399, 吃飯, 快樂
pet_5229, 3399, 吃飯, 快樂
pet_16136, 3391, 寵物, 愛
pet_15345, 3391, 寵物, 愛
pet_15840, 3415, 社團, 彈吉他
pet_15840, 3415, 社團, 彈吉他
pet_16021, 3358, 高血壓, 頭痛
pet_15898, 3357, 男人, 錢
pet_15898, 3357, 男人, 希望
pet_15837, 3412, 睡覺, 躺下來
pet_14476, 3412, 睡覺, 躺下來
pet_15901, 3353, 演戲, 哭
pet_9837, 3353, 演戲, 哭
pet_16168, 3388, 交朋友, 朋友
pet_16033, 3412, 上課, 打開課本
pet_12397, 3412, 上課, 打開課本
pet_15739, 3378, 墊板, 書包裡
pet_15739, 3378, 墊板, 書包裡
pet_15739, 3377, 教授, 台大
pet_4574, 3387, 努力, 學歷
pet_5040, 3387, 努力, 學歷
pet_16109, 3385, 喝水, 便秘
pet_15773, 3392, 男生, 沒面子
pet_15773, 3392, 男生, 沒面子
pet_99, 3357, 暖爐, 溫暖
pet_15773, 3387, 做家事, 溫暖的家庭
pet_15841, 3383, 牛, 被吃
pet_15851, 3409, 沉默, 不說話
pet_15851, 3409, 沉默, 不說話
pet_15946, 3369, 童話, 想像力
pet_16021, 3358, 宿醉, 頭痛
pet_15829, 3365, 法拉利, 品牌
pet_15645, 3365, 所得稅, 稅收
pet_15957, 3387, 專心, 好成績
pet_15914, 3369, 桌球, 塑膠
pet_16033, 3365, 蝸牛, 生物
pet_248, 3365, 魅力, 明星
pet_11480, 3377, 鯨魚, 太平洋
pet_15922, 3370, 所得稅, 稅款
pet_15922, 3370, 遺產稅, 稅款
pet_386, 3365, 檳榔西施, 檳榔攤
pet_386, 3370, 銀行, 玉山銀行
pet_3362, 3365, 電子零組件, 電腦
pet_15943, 3377, 數字, 門牌號碼
pet_15773, 3392, 男生, 被兄弟背叛
pet_16077, 3385, 喝水, 累
pet_5459, 3385, 喝水, 累
pet_15914, 3377, 飛機, 台中機場
pet_15914, 3377, 醫生, 市立聯合醫院
pet_15914, 3377, 病人, 市立聯合醫院
pet_15662, 3365, 中元普渡, 傳統
pet_15940, 3377, 重力, 地心引力
