pet_14033, 3386, 睡覺, 休息
pet_13376, 3370, 豬肉, 烤肉食材
pet_13626, 3370, 豬肉, 烤肉食材
pet_13925, 3370, 豬肉, 烤肉食材
pet_13925, 3370, 豬肉, 烤肉食材
pet_14193, 3370, 豬肉, 烤肉食材
pet_14101, 3370, 豬肉, 烤肉食材
pet_14020, 3370, 豬肉, 烤肉食材
pet_4193, 3370, 豬肉, 烤肉食材
pet_1705, 3370, 豬肉, 烤肉食材
pet_13861, 3370, 豬肉, 烤肉食材
pet_14135, 3370, 豬肉, 烤肉食材
pet_13626, 3370, 豬肉, 烤肉食材
pet_14130, 3370, 豬肉, 烤肉食材
pet_13925, 3370, 豬肉, 烤肉食材
pet_248, 3370, 豬肉, 烤肉食材
pet_11459, 3370, 豬肉, 烤肉食材
pet_13806, 3370, 豬肉, 烤肉食材
pet_11834, 3370, 豬肉, 烤肉食材
pet_11480, 3370, 豬肉, 烤肉食材
pet_13809, 3370, 豬肉, 烤肉食材
pet_13850, 3370, 豬肉, 烤肉食材
pet_11911, 3370, 豬肉, 烤肉食材
pet_11562, 3370, 豬肉, 烤肉食材
pet_13935, 3370, 豬肉, 烤肉食材
pet_13241, 3370, 豬肉, 烤肉食材
pet_14092, 3370, 豬肉, 烤肉食材
pet_13925, 3370, 豬肉, 烤肉食材
pet_12826, 3370, 豬肉, 烤肉食材
pet_14084, 3370, 豬肉, 烤肉食材
pet_14147, 3370, 沙拉, 美式料理
pet_4429, 3370, 沙拉, 美式料理
pet_14020, 3370, 沙拉, 美式料理
pet_6237, 3370, 沙拉, 美式料理
pet_14087, 3370, 沙拉, 美式料理
pet_13712, 3370, 沙拉, 美式料理
pet_12337, 3370, 沙拉, 美式料理
pet_13772, 3370, 沙拉, 美式料理
pet_13387, 3370, 沙拉, 美式料理
pet_7167, 3370, 熱狗, 美式料理
pet_13782, 3370, 熱狗, 美式料理
pet_14206, 3370, 熱狗, 美式料理
pet_14089, 3370, 熱狗, 美式料理
pet_12826, 3370, 熱狗, 美式料理
pet_14009, 3370, 熱狗, 美式料理
pet_14211, 3370, 熱狗, 美式料理
pet_14170, 3370, 熱狗, 美式料理
pet_14147, 3370, 熱狗, 美式料理
pet_11962, 3370, 熱狗, 美式料理
pet_14147, 3370, 熱狗, 美式料理
pet_85, 3370, 熱狗, 美式料理
pet_11453, 3370, 熱狗, 美式料理
pet_14108, 3370, 熱狗, 美式料理
pet_13823, 3370, 熱狗, 美式料理
pet_11726, 3370, 熱狗, 美式料理
pet_10686, 3370, 熱狗, 美式料理
pet_13353, 3370, 熱狗, 美式料理
pet_13925, 3370, 熱狗, 美式料理
pet_13376, 3370, 熱狗, 美式料理
pet_11480, 3370, 熱狗, 美式料理
pet_12088, 3370, 熱狗, 美式料理
pet_8980, 3370, 熱狗, 美式料理
pet_13670, 3370, 熱狗, 美式料理
pet_386, 3370, 熱狗, 美式料理
pet_8633, 3370, 熱狗, 美式料理
pet_12972, 3370, 熱狗, 美式料理
pet_13925, 3370, 熱狗, 美式料理
pet_12656, 3370, 熱狗, 美式料理
pet_13387, 3370, 熱狗, 美式料理
pet_10276, 3370, 熱狗, 美式料理
pet_13675, 3370, 熱狗, 美式料理
pet_13387, 3370, 熱狗, 美式料理
pet_13824, 3378, 一樣的遭遇, 你們
pet_13972, 3388, 抽煙, 清醒
pet_14216, 3370, 青椒肉絲, 快炒料理
pet_10530, 3370, 青椒肉絲, 快炒料理
pet_13928, 3370, 青椒肉絲, 快炒料理
pet_8683, 3370, 炒青菜, 快炒料理
pet_7167, 3370, 炒青菜, 快炒料理
pet_13997, 3370, 炒青菜, 快炒料理
pet_14089, 3370, 炒青菜, 快炒料理
pet_14108, 3370, 炒青菜, 快炒料理
pet_13925, 3370, 炒青菜, 快炒料理
pet_14163, 3370, 炒青菜, 快炒料理
pet_12459, 3370, 炒青菜, 快炒料理
pet_2874, 3370, 炒青菜, 快炒料理
pet_13626, 3370, 炒青菜, 快炒料理
pet_85, 3370, 炒青菜, 快炒料理
pet_13925, 3370, 炒青菜, 快炒料理
pet_13925, 3370, 炒青菜, 快炒料理
pet_13925, 3370, 炒青菜, 快炒料理
pet_64, 3370, 炒青菜, 快炒料理
pet_13626, 3370, 炒青菜, 快炒料理
pet_12878, 3370, 炒青菜, 快炒料理
pet_13925, 3370, 炒青菜, 快炒料理
pet_14108, 3370, 炒青菜, 快炒料理
pet_13925, 3370, 炒青菜, 快炒料理
pet_13626, 3370, 炒青菜, 快炒料理
pet_13928, 3370, 炒青菜, 快炒料理
pet_14042, 3370, 炒青菜, 快炒料理
pet_13935, 3370, 炒青菜, 快炒料理
pet_12370, 3370, 炒青菜, 快炒料理
pet_13376, 3370, 雞肉, 烤肉食材
pet_14089, 3370, 雞肉, 烤肉食材
pet_93, 3370, 雞肉, 烤肉食材
pet_13850, 3370, 雞肉, 烤肉食材
pet_13376, 3370, 雞肉, 烤肉食材
pet_13376, 3370, 雞肉, 烤肉食材
pet_13925, 3370, 雞肉, 烤肉食材
pet_13925, 3370, 雞肉, 烤肉食材
pet_11803, 3370, 雞肉, 烤肉食材
pet_13925, 3370, 雞肉, 烤肉食材
pet_11803, 3370, 雞肉, 烤肉食材
pet_14122, 3370, 雞肉, 烤肉食材
pet_13850, 3370, 雞肉, 烤肉食材
pet_11911, 3370, 雞肉, 烤肉食材
pet_13935, 3370, 雞肉, 烤肉食材
pet_13944, 3370, 雞肉, 烤肉食材
pet_14092, 3370, 雞肉, 烤肉食材
pet_13925, 3370, 雞肉, 烤肉食材
pet_13675, 3370, 雞肉, 烤肉食材
pet_12826, 3370, 雞肉, 烤肉食材
pet_14084, 3370, 雞肉, 烤肉食材
pet_13626, 3370, 甜甜圈, 美式料理
pet_13675, 3370, 甜甜圈, 美式料理
pet_13721, 3370, 甜甜圈, 美式料理
pet_14051, 3388, 看HBO, 讀英文
pet_12455, 3370, 雞屁股, 烤肉食材
pet_12822, 3370, 雞屁股, 烤肉食材
pet_13241, 3370, 雞屁股, 烤肉食材
pet_14084, 3370, 雞屁股, 烤肉食材
pet_11502, 3389, 飽餐一頓, 快餓死
pet_11502, 3389, 乞討, 快餓死
pet_11502, 3391, 同學會, 泡茶聊天
pet_11502, 3391, 飯後, 泡茶聊天
pet_11502, 3391, 休假, 泡茶聊天
pet_11502, 3391, 朋友相聚, 泡茶聊天
pet_11502, 3367, 中國文學史, 文人生平故事
pet_11502, 3367, 中國文學史, 文人作品
pet_11502, 3391, 被欺壓, 造反
pet_11502, 3377, 辣妹, 西門町
pet_11502, 3377, 好吃的東西, 西門町
pet_11502, 3377, 流行精品, 西門町
pet_864, 3386, 親嘴, 開心
pet_13653, 3389, 回憶, 快死
pet_13653, 3389, 求生, 快死
pet_8581, 3383, 忍者, 飛天
pet_8581, 3383, 忍者, 遁地
pet_8581, 3383, 忍者, 射飛鏢
pet_8581, 3383, 忍者, 暗殺
pet_8581, 3383, 忍者, 辦隱武者
pet_8581, 3378, 各種藥品, 實驗室
pet_14048, 3370, 青椒, 烤肉食材
pet_14135, 3370, 青椒, 烤肉食材
pet_14216, 3370, 青椒, 烤肉食材
pet_14216, 3370, 青椒, 烤肉食材
pet_6489, 3370, 青椒, 烤肉食材
pet_14108, 3370, 青椒, 烤肉食材
pet_13824, 3370, 青椒, 烤肉食材
pet_93, 3370, 青椒, 烤肉食材
pet_13772, 3370, 青椒, 烤肉食材
pet_9402, 3370, 青椒, 烤肉食材
pet_41, 3370, 青椒, 烤肉食材
pet_93, 3370, 青椒, 烤肉食材
pet_3362, 3370, 青椒, 烤肉食材
pet_14060, 3370, 青椒, 烤肉食材
pet_13626, 3370, 青椒, 烤肉食材
pet_12656, 3370, 青椒, 烤肉食材
pet_13824, 3370, 青椒, 烤肉食材
pet_14101, 3370, 青椒, 烤肉食材
pet_14194, 3370, 青椒, 烤肉食材
pet_4193, 3370, 青椒, 烤肉食材
pet_93, 3370, 青椒, 烤肉食材
pet_1705, 3370, 青椒, 烤肉食材
pet_1339, 3370, 青椒, 烤肉食材
pet_14128, 3370, 青椒, 烤肉食材
pet_14132, 3370, 青椒, 烤肉食材
pet_13195, 3370, 青椒, 烤肉食材
pet_14108, 3370, 青椒, 烤肉食材
pet_14135, 3370, 青椒, 烤肉食材
pet_13455, 3370, 青椒, 烤肉食材
pet_14101, 3370, 青椒, 烤肉食材
pet_13823, 3370, 青椒, 烤肉食材
pet_13823, 3370, 青椒, 烤肉食材
pet_12822, 3370, 青椒, 烤肉食材
pet_13626, 3370, 青椒, 烤肉食材
pet_13626, 3370, 青椒, 烤肉食材
pet_12822, 3370, 青椒, 烤肉食材
pet_11803, 3370, 青椒, 烤肉食材
pet_14122, 3370, 青椒, 烤肉食材
pet_11834, 3370, 青椒, 烤肉食材
pet_1705, 3370, 青椒, 烤肉食材
pet_14090, 3370, 青椒, 烤肉食材
pet_1339, 3370, 青椒, 烤肉食材
pet_41, 3370, 青椒, 烤肉食材
pet_864, 3370, 青椒, 烤肉食材
pet_12822, 3370, 青椒, 烤肉食材
pet_13824, 3370, 青椒, 烤肉食材
pet_11410, 3370, 青椒, 烤肉食材
pet_13547, 3370, 青椒, 烤肉食材
pet_11562, 3370, 青椒, 烤肉食材
pet_12656, 3370, 青椒, 烤肉食材
pet_864, 3370, 青椒, 烤肉食材
pet_13972, 3370, 青椒, 烤肉食材
pet_13628, 3370, 熱狗, 烤肉食材
pet_12337, 3370, 熱狗, 烤肉食材
pet_12656, 3370, 熱狗, 烤肉食材
pet_13972, 3370, 熱狗, 烤肉食材
pet_14085, 3370, 蛋餅, 中國菜
pet_569, 3370, 包子, 中國菜
pet_14108, 3370, 包子, 中國菜
pet_14108, 3370, 包子, 中國菜
pet_13925, 3370, 包子, 中國菜
pet_13626, 3370, 包子, 中國菜
pet_13925, 3370, 包子, 中國菜
pet_10530, 3370, 包子, 中國菜
pet_13712, 3370, 包子, 中國菜
pet_14085, 3370, 包子, 中國菜
pet_13460, 3370, 牛肉片, 烤肉食材
pet_13823, 3370, 牛肉片, 烤肉食材
pet_13806, 3370, 牛肉片, 烤肉食材
pet_13626, 3370, 牛肉片, 烤肉食材
pet_10521, 3370, 香茅豬排, 泰式料理
pet_14048, 3370, 蛋炒飯, 快炒料理
pet_14020, 3370, 蛋炒飯, 快炒料理
pet_13944, 3370, 蛋炒飯, 快炒料理
pet_14092, 3370, 蛋炒飯, 快炒料理
pet_14085, 3370, 蛋炒飯, 快炒料理
pet_13782, 3377, 交通號誌, 馬路
pet_13815, 3377, 網友, 網咖
pet_13815, 3377, 網友, 網咖
pet_13815, 3377, 廁所, 網咖
pet_13815, 3377, 廁所, 網咖
pet_13850, 3370, 檸檬醋魚, 泰式料理
pet_7167, 3370, 水餃, 中國菜
pet_14216, 3370, 水餃, 中國菜
pet_14163, 3370, 水餃, 中國菜
pet_14108, 3370, 水餃, 中國菜
pet_10686, 3370, 水餃, 中國菜
pet_13626, 3370, 水餃, 中國菜
pet_13925, 3370, 水餃, 中國菜
pet_8980, 3370, 水餃, 中國菜
pet_12939, 3370, 水餃, 中國菜
pet_10530, 3370, 水餃, 中國菜
pet_13712, 3370, 水餃, 中國菜
pet_13925, 3370, 炒豬肉, 快炒料理
pet_13925, 3370, 炒豬肉, 快炒料理
pet_13925, 3370, 炒豬肉, 快炒料理
pet_13925, 3370, 炒豬肉, 快炒料理
pet_13925, 3370, 炒豬肉, 快炒料理
pet_14095, 3370, 炒豬肉, 快炒料理
pet_13270, 3370, 香菇, 烤肉食材
pet_7167, 3370, 香菇, 烤肉食材
pet_14216, 3370, 香菇, 烤肉食材
pet_14216, 3370, 香菇, 烤肉食材
pet_14108, 3370, 香菇, 烤肉食材
pet_10922, 3370, 香菇, 烤肉食材
pet_13824, 3370, 香菇, 烤肉食材
pet_3362, 3370, 香菇, 烤肉食材
pet_13440, 3370, 香菇, 烤肉食材
pet_14180, 3370, 香菇, 烤肉食材
pet_13626, 3370, 香菇, 烤肉食材
pet_8581, 3370, 香菇, 烤肉食材
pet_13925, 3370, 香菇, 烤肉食材
pet_13925, 3370, 香菇, 烤肉食材
pet_13824, 3370, 香菇, 烤肉食材
pet_14101, 3370, 香菇, 烤肉食材
pet_13861, 3370, 香菇, 烤肉食材
pet_13928, 3370, 香菇, 烤肉食材
pet_14132, 3370, 香菇, 烤肉食材
pet_14108, 3370, 香菇, 烤肉食材
pet_551, 3370, 香菇, 烤肉食材
pet_14135, 3370, 香菇, 烤肉食材
pet_13626, 3370, 香菇, 烤肉食材
pet_13626, 3370, 香菇, 烤肉食材
pet_14139, 3370, 香菇, 烤肉食材
pet_6237, 3370, 香菇, 烤肉食材
pet_13925, 3370, 香菇, 烤肉食材
pet_12187, 3370, 香菇, 烤肉食材
pet_12824, 3370, 香菇, 烤肉食材
pet_11834, 3370, 香菇, 烤肉食材
pet_13626, 3370, 香菇, 烤肉食材
pet_2874, 3370, 香菇, 烤肉食材
pet_11803, 3370, 香菇, 烤肉食材
pet_11410, 3370, 香菇, 烤肉食材
pet_13547, 3370, 香菇, 烤肉食材
pet_11562, 3370, 香菇, 烤肉食材
pet_13353, 3370, 香菇, 烤肉食材
pet_13972, 3370, 香菇, 烤肉食材
pet_12826, 3370, 香菇, 烤肉食材
pet_41, 3370, 地瓜, 烤肉食材
pet_1339, 3370, 地瓜, 烤肉食材
pet_41, 3370, 地瓜, 烤肉食材
pet_12459, 3356, 寂寞, 想養寵物
pet_12459, 3356, 無聊, 想養寵物
pet_12459, 3356, 好奇, 想養寵物
pet_12459, 3356, 喜歡, 想養寵物
pet_13376, 3356, 中大獎, 心情很好
pet_14269, 3356, 開心, 心情很好
pet_13376, 3356, 開心, 心情很好
pet_13376, 3356, 事情很順, 心情很好
pet_13376, 3356, 運氣很好, 心情很好
pet_13914, 3353, 欲望, 喝飲料
pet_13914, 3353, 孤單, 喝飲料
pet_8545, 3385, 放炸彈, 是轟炸超人
pet_13485, 3354, 去上學, 長大
pet_13485, 3354, 被甩, 長大
pet_12878, 3378, 霜花, 霜花店
pet_12878, 3378, 店, 霜花店
pet_12878, 3378, 冰, 霜花店
pet_12878, 3388, 賺錢, 有錢
pet_12878, 3388, 賭錢, 有錢
pet_12878, 3388, 借錢, 有錢
pet_12878, 3388, 搶錢, 有錢
pet_12878, 3388, 賣身, 有錢
pet_12878, 3370, 思想史, 思想
pet_12878, 3370, 思想史, 歷史
pet_12878, 3370, 思想史, 科目
pet_12878, 3370, 思想史, 通識課
pet_12878, 3370, 思想史, 想像
pet_12826, 3360, 看三國演義, 有充足的光源
pet_12826, 3357, 擦香水, 香氣
pet_12826, 3357, 擦香水, 過敏
pet_12826, 3357, 擦香水, 注意
pet_11809, 3380, 搭機證, 搭機
pet_11809, 3380, 口罩, 搭機
pet_11809, 3380, 空姐, 搭機
pet_11809, 3380, 救生衣, 搭機
pet_920, 3380, 手杖, 爬山
pet_13789, 3385, 吐, 暈車
pet_13455, 3354, 撿到很多錢, 興奮
pet_13455, 3354, 要出門旅遊, 興奮
pet_13455, 3354, 辣妹, 興奮
pet_13455, 3357, 用功, 進步
pet_13455, 3357, 用功, 滿分
pet_13455, 3357, 用功, 第一名
pet_13455, 3357, 用功, 誇講
pet_13455, 3357, 用功, 獎品
pet_13455, 3386, 睡覺, 做個美夢
pet_11915, 3385, 大哭, 家狗死了
pet_11915, 3385, 大哭, 家貓死了
pet_11915, 3385, 大哭, 爸爸過世
pet_11915, 3385, 大哭, 被車撞
pet_13441, 3360, 打球, 找場地
pet_14239, 3380, 水, 跑步
pet_13821, 3380, 水, 跑步
pet_13821, 3380, 運動飲料, 跑步
pet_13821, 3380, 帽子, 跑步
pet_4206, 3415, 洗澡時, 思考
pet_4206, 3415, 洗澡時, 放鬆
pet_13917, 3356, 想吃東西, 要花錢
pet_13455, 3360, 報仇, 計劃好
pet_13455, 3385, 開飛機, 有學過
pet_13455, 3385, 開飛機, 是機長
pet_13247, 3356, 麻煩, 不想做事
pet_13209, 3391, 老師, 學生專心
pet_13209, 3391, 老師, 學生勤做筆記
pet_13209, 3391, 老師, 學生月考高分
pet_13209, 3391, 老師, 家長協助配合
pet_13209, 3391, 老師, 安安穩穩的
pet_13455, 3389, 喝汽水, 快渴死
pet_13455, 3389, 喝水, 快渴死
pet_13455, 3412, 天氣熱, 去逛百貨公司
pet_13455, 3412, 天氣熱, 去吃冰
pet_13455, 3412, 天氣熱, 去洗澡
pet_12946, 3378, 很多店家, 餐城
pet_12946, 3378, 很多好吃的, 餐城
pet_12946, 3378, 賣麵, 餐城
pet_12946, 3378, 賣飯, 餐城
pet_12946, 3378, 賣小吃的, 餐城
pet_13455, 3354, 太興奮, 失眠
pet_12946, 3404, 生病了, 吐
pet_12946, 3404, 吃壞東西, 吐
pet_12946, 3404, 食物中毒, 吐
pet_13455, 3378, 小遊戲, 臉書
pet_13455, 3378, 心理測驗, 臉書
pet_13455, 3378, 書籤, 臉書
pet_13885, 3404, 很熱, 脫衣服
pet_13885, 3404, 想洗澡, 脫衣服
pet_13885, 3404, 該換衣服了, 脫衣服
pet_13880, 3404, 疲倦, 打哈欠
pet_13885, 3404, 老公來了, 脫衣服
pet_13885, 3404, 衣服濕了, 脫衣服
pet_13880, 3404, 沒事做, 打哈欠
pet_13880, 3393, 員工, 扣薪
pet_13880, 3393, 員工, 雞頭
pet_13455, 3386, 談戀愛, 改變自己
pet_13455, 3386, 談戀愛, 追求夢想
pet_13455, 3386, 談戀愛, 掩人耳目
pet_13455, 3386, 談戀愛, 為了性
pet_13455, 3412, 無聊, 上網購物
pet_13455, 3412, 無聊, 上ptt餵雞
pet_13455, 3354, 踩到狗屎, 想哭
pet_13455, 3354, 踩到狗屎, 想大叫
pet_13455, 3354, 踩到狗屎, 想要買新鞋
pet_13455, 3354, 踩到狗屎, 馬上去洗腳
pet_12826, 3385, 大笑, 聽到好笑的
pet_12826, 3385, 大笑, 很滿足現狀
pet_12826, 3385, 大笑, 和朋友在一起
pet_12826, 3385, 大笑, 和狗狗在一起
pet_13455, 3377, 神像, 廟
pet_13455, 3377, 香, 廟
pet_13455, 3377, 紙錢, 廟
pet_13455, 3377, 香爐, 廟
pet_13455, 3377, 香灰, 廟
pet_12939, 3385, 請客, 生日
pet_12939, 3385, 請客, 升官
pet_12939, 3385, 請客, 考上第一志願
pet_13676, 3412, 運動, 喝舒跑
pet_13676, 3412, 運動, 調整呼吸
pet_13676, 3412, 運動, 給自己訂目標
pet_12939, 3385, 很開心, 有男朋友
pet_12939, 3385, 很開心, 終於結婚了
pet_12939, 3385, 很開心, 有好朋友
pet_6237, 3391, 家長, 孩子乖巧
pet_10907, 3393, 小雞, 人類
pet_6237, 3393, 老闆, 賺不到錢
pet_6237, 3393, 老闆, 員工離職
pet_6237, 3393, 老闆, 天災
pet_10907, 3360, 運動, 拉金
pet_10907, 3360, 運動, 調整
pet_6237, 3377, 飲料, 飲料機
pet_6237, 3377, 飲料, 全家便利商店
pet_6237, 3377, 飲料, OK便利商店
pet_6237, 3377, 飲料, 清心茶坊
pet_13455, 3377, 測驗卷, 補習班
pet_13455, 3377, 老師, 網路上
pet_13455, 3377, 電腦, 網路上
pet_13650, 3357, 股票, 經濟危機
pet_13650, 3357, 股票, 一夜致富
pet_13455, 3370, 文學史, 歷史
pet_12840, 3354, 看到鬼, 大叫
pet_12840, 3354, 玩雲霄飛車, 大叫
pet_12840, 3354, 上榜, 大叫
pet_12840, 3353, 想要晒乾衣服, 吹冷氣
pet_12552, 3354, 嘴纏, 想吃東西
pet_12552, 3354, 懷孕, 想吃東西
pet_12552, 3388, 愛牠, 養寵物
pet_12552, 3388, 呵護牠, 養寵物
pet_12552, 3388, 跟牠玩, 養寵物
pet_12552, 3388, 訓練牠, 養寵物
pet_12552, 3388, 買牠, 養寵物
pet_12552, 3393, 申艾莉, 沒飯吃
pet_12552, 3393, 兩津堪吉, 沒飯吃
pet_12552, 3404, 假惺, 微笑
pet_12552, 3415, 學校, 睡午覺
pet_12552, 3393, 鄭橋彬, 缺錢
pet_12552, 3393, 申艾莉, 缺錢
pet_12552, 3393, 白美人, 缺錢
pet_12552, 3377, 老師, 育幼院
pet_13636, 3353, 辣妹, 欣賞
pet_13731, 3354, 2063號防, 臉龍
pet_13731, 3354, 2063號防, 心跳
pet_13731, 3354, 2063號防, 激動
pet_13731, 3354, 2063號防, 亢奮
pet_13731, 3404, 來, 有人敲門
pet_13731, 3404, 去, 有人敲門
pet_13731, 3404, 較你, 有人敲門
pet_13731, 3404, 出去, 有人敲門
pet_13688, 3356, 唱歌, 成名
pet_13688, 3356, 唱歌, 大紅大紫
pet_9670, 3356, 讀書, 很認真
pet_9670, 3356, 讀書, 買檯燈
pet_9670, 3356, 讀書, 買書桌
pet_9670, 3356, 讀書, 泡咖啡
pet_9670, 3392, 小丸子, 丸尾的愛慕
pet_9670, 3392, 小丸子, 濱崎的喜歡
pet_9670, 3391, 老闆, 好績效
pet_9670, 3391, 老闆, 黑頭車
pet_9670, 3391, 老闆, 司機
pet_9670, 3383, 熊, 採蜂蜜
pet_9670, 3383, 熊, 跳進水裡洗澡
pet_9670, 3383, 熊, 裝可愛
pet_9670, 3383, 熊, 上DISCOVERY
pet_9670, 3392, 護士, 新流感
pet_9670, 3392, 護士, 愛滋病
pet_9670, 3392, 護士, 性騷擾
pet_9670, 3392, 護士, 醫療過失
pet_9670, 3392, 護士, 過失致死
pet_13626, 3404, 有人找, 有人來電
pet_13626, 3404, 有急事, 有人來電
pet_13626, 3404, 有好是, 有人來電
pet_11451, 3409, 被罵, 倒楣
pet_11451, 3409, 被罵, 作事不謹慎
pet_11451, 3409, 被罵, 白目
pet_11451, 3409, 被罵, 可憐
pet_4882, 3377, 班導, 補習班
pet_13626, 3377, 班導, 補習班
pet_13626, 3392, 髒髒, 抱
pet_11451, 3404, 熱, 開冷氣
pet_11451, 3404, 天氣很熱, 開冷氣
pet_11410, 3392, 民意代表, 抱怨
pet_11410, 3392, 總統, 抱怨
pet_11410, 3392, 政府, 抱怨
pet_11410, 3392, 學生, 抱怨
pet_11410, 3383, 外星人, 講外星話
pet_11410, 3383, 外星人, 破壞地球
pet_11410, 3383, 外星人, 拯救地球
pet_11410, 3383, 外星人, 和人類作朋友
pet_11410, 3383, 外星人, 把壞人打死
pet_14228, 3377, 麵包, 便利商店
pet_14228, 3377, 麵包, 便利商店
pet_4193, 3377, 麵包, 便利商店
pet_4193, 3377, 菸, 便利商店
pet_13247, 3409, 吃冰, 消暑
pet_13247, 3409, 吃冰, 消暑
pet_13247, 3409, 吃冰, 覺得熱
pet_13247, 3409, 吃冰, 覺得熱
pet_13247, 3409, 吃冰, 消消暑
pet_13247, 3409, 吃冰, 消消暑
pet_13247, 3409, 吃冰, 舒暢
pet_13247, 3409, 吃冰, 能消暑
pet_13247, 3409, 吃冰, 太熱
pet_13247, 3412, 看書, 覺得累
pet_13247, 3412, 看書, 想吃東西
pet_4193, 3412, 看書, 翻頁
pet_11451, 3412, 一個人, 出門逛
pet_13247, 3377, 內衣, 百貨公司
pet_4193, 3384, 電扇, 轉動
pet_4193, 3384, 電扇, 產生涼風
pet_193, 3391, 學生, 去遊樂場遠足
pet_4193, 3388, 努力工作, 變有錢
pet_4193, 3388, 買樂透, 變有錢
pet_4193, 3388, 炒股票, 變有錢
pet_4193, 3388, 學投資, 變有錢
pet_4193, 3388, 儲蓄, 變有錢
pet_386, 3392, 人, 是非
pet_386, 3392, 歌手, 是非
pet_386, 3392, 名人, 是非
pet_7895, 3395, 女生, 花心郎
pet_7895, 3395, 女生, 那個痛
pet_4193, 3415, 假日, 睡到自然醒
pet_4193, 3415, 假日, 去逛街
pet_13777, 3360, 讀書, 提神
pet_12465, 3412, 運動, 先暖身
pet_12465, 3412, 運動, 很熱
pet_13376, 3395, 總統, 貪污
pet_13376, 3395, 總統, 鄉民
pet_13376, 3395, 總統, 在野黨
pet_13853, 3415, 家裡, 想像小澤園
pet_13853, 3415, 家裡, 拉屎
pet_12656, 3353, 讀書, 出去玩
pet_12656, 3354, 歡喜, 大笑
pet_12656, 3354, 爽, 大笑
pet_12656, 3354, 舒服, 大笑
pet_12711, 3369, 最新專輯, 紙
pet_12711, 3369, 最新專輯, 紙
pet_12711, 3369, 最新專輯, 光碟片
pet_12711, 3369, 最新專輯, 光碟片
pet_12711, 3369, 最新專輯, 歌手
pet_12711, 3369, 最新專輯, 歌手
pet_12711, 3404, 喜歡, 肚子餓
pet_12711, 3404, 想喝水, 肚子餓
pet_12465, 3395, 阿宅, 被酸家裡蹲
pet_13226, 3378, 大腦, 頭腦裡
pet_13226, 3378, 小腦, 頭腦裡
pet_13226, 3378, 腦幹, 頭腦裡
pet_13226, 3404, 吃太多, 肚子痛
pet_13676, 3378, 多種口味, 御飯團
pet_13676, 3378, 海苔, 御飯團
pet_13676, 3378, 肉鬆, 御飯團
pet_13676, 3378, 鮪魚, 御飯團
pet_13676, 3378, 蛋炒飯, 御飯團
pet_4193, 3378, 水, 游泳池裡
pet_4193, 3378, 游泳的人, 游泳池裡
pet_4193, 3378, 消毒水, 游泳池裡
pet_4193, 3378, 游泳圈, 游泳池裡
pet_13653, 3370, 中藥, 中國醫藥
pet_13653, 3358, 吃登大人, 烙賽
pet_13653, 3358, 吃登大人, 拉度子
pet_13653, 3358, 吃登大人, 長高
pet_13653, 3358, 吃登大人, 嘔吐
pet_13653, 3358, 吃登大人, 生病
pet_13653, 3358, 喝咖啡, 睡不著
pet_13653, 3358, 喝咖啡, 興奮
pet_13653, 3358, 喝咖啡, 提神
pet_13653, 3358, 喝咖啡, 利尿
pet_13653, 3358, 吃太飽, 腸胃炎
pet_13653, 3358, 吃太飽, 胃痛
pet_13922, 3353, MC來, 喝熱水
pet_13922, 3353, MC來, 換衛生棉
pet_1705, 3377, 錢, 皮包裡
pet_1705, 3377, 零錢包, 皮包裡
pet_1705, 3377, 梳子, 皮包裡
pet_1705, 3377, 鑰匙, 皮包裡
pet_1705, 3377, 手機, 皮包裡
pet_1705, 3377, 草, 草原裡
pet_1705, 3377, 羊, 草原裡
pet_1705, 3377, 獅子, 草原裡
pet_1705, 3377, 豹, 草原裡
pet_13376, 3357, 中獎, 開心
pet_13376, 3357, 中大獎, 開心
pet_13376, 3357, 做對事情, 開心
pet_13376, 3357, 知足, 開心
pet_13376, 3357, 常樂, 開心
pet_13376, 3354, 快樂, 美麗
pet_13376, 3354, 快樂, 漂亮
pet_13376, 3354, 快樂, 知足
pet_13376, 3354, 快樂, 長命百歲
pet_13376, 3354, 讀書, 知識淵博
pet_13376, 3354, 讀書, 學問淵博
pet_13238, 3357, 工作, 食物
pet_13238, 3357, 媽媽, 食物
pet_13238, 3357, 廚師, 食物
pet_13238, 3357, 餐廳, 食物
pet_13226, 3357, 遲到, 難過
pet_13376, 3356, 洗澡, 身體爽
pet_13835, 3370, 蛋塔, 甜點
pet_9402, 3370, 蛋塔, 甜點
pet_13440, 3370, 蛋塔, 甜點
pet_13455, 3370, 蛋塔, 甜點
pet_8980, 3370, 蛋塔, 甜點
pet_248, 3370, 蛋塔, 甜點
pet_14154, 3370, 蛋塔, 甜點
pet_12939, 3370, 蛋塔, 甜點
pet_5089, 3370, 蛋塔, 甜點
pet_8980, 3370, 蛋塔, 甜點
pet_13935, 3370, 蛋塔, 甜點
pet_13824, 3370, 蛋塔, 甜點
pet_13688, 3370, 蛋塔, 甜點
pet_13835, 3370, 蛋塔, 甜點
pet_12413, 3370, 炒蛋, 快炒料理
pet_14051, 3370, 炒蛋, 快炒料理
pet_13688, 3370, 炒蛋, 快炒料理
pet_12370, 3370, 炒蛋, 快炒料理
pet_2874, 3370, 泰國菜, 泰式料理
pet_14177, 3370, 泰國菜, 泰式料理
pet_2874, 3370, 泰國菜, 泰式料理
